movement_id,product_id,warehouse_code,movement_date,movement_timestamp,movement_type,quantity_units,unit_cost_idr,total_value_idr,lot_number,expiry_date,from_location,to_location,truck_id,driver_id,temperature_log_c,humidity_pct,reference_doc,is_quarantine,remarks
7776769526,25807584,WH-02,2023-09-30,2023-09-30 03:56:08,Transfer,44.36,122369.18,5579740.16,LOT98615093,2023-12-16,RACK-E11,RACK-G24,TRK-045,3120,-0.3,45.5,DO612204,No,Routine
8987616111,65622036,WH-15,2024-05-24,2024-05-24 06:33:39,Inbound,19.98,148537.76,136391.65,LOT68516279,2025-09-30,RACK-B01,RACK-C02,TRK-015,3068,22.3,61.3,DO372198,No,Near expiry
5680075502,12297649,WH-09,2023-05-10,2023-05-10 08:17:38,Inbound,0.46,29712.56,23385.74,LOT67718650,2023-05-24,RACK-G04,RACK-H47,TRK-046,3052,-4.4,50.6,DO593809,No,Cold chain breach
5863762212,68951444,WH-07,2022-12-15,2022-12-15 13:07:39,Outbound,5.63,62333.41,371908.73,LOT57223202,2024-08-10,RACK-B07,RACK-F12,TRK-028,3014,11.0,77.2,DO306572,Yes,Overstock
2230890936,60810710,WH-12,2021-09-28,2021-09-28 04:54:40,Transfer,5.87,130461.14,179861.9,LOT29438697,2023-08-06,RACK-E10,RACK-D28,TRK-001,3104,-11.2,65.5,DO882327,No,Damaged packaging
8526359947,84330017,WH-01,2024-08-16,2024-08-16 17:04:10,Inbound,4.25,116431.89,395003.12,LOT28373784,2024-08-27,RACK-A03,RACK-C14,TRK-045,3037,3.3,76.2,DO945212,No,Routine
4178874106,93759471,WH-03,2024-02-22,2024-02-22 20:31:22,Inbound,12.35,99206.51,1269649.65,LOT39424675,2025-07-30,RACK-B04,RACK-G12,TRK-018,3104,-11.7,40.4,DO523017,No,Routine
3392697955,50199099,WH-07,2022-07-06,2022-07-06 06:06:04,Outbound,234.72,121049.3,15523382.66,LOT42607632,2023-07-01,RACK-C41,RACK-A34,TRK-033,3080,15.2,70.4,DO781397,No,OK
8350909435,79010771,WH-05,2022-11-21,2022-11-21 08:25:21,Outbound,19.55,38837.39,359217.77,LOT92283687,2023-07-11,RACK-H45,RACK-E35,TRK-007,3114,10.1,41.0,DO372200,Yes,OK
8649157336,26500442,WH-14,2021-06-25,2021-06-25 06:18:07,Transfer,48.24,122907.85,5942677.58,LOT69808622,2023-02-03,RACK-H02,RACK-G02,TRK-017,3007,-7.1,50.9,DO344198,No,Cold chain breach
1802688015,10300662,WH-11,2024-08-26,2024-08-26 06:24:12,Outbound,43.51,30480.49,5446977.46,LOT73269091,2025-05-04,RACK-E17,RACK-B08,TRK-015,3016,22.7,67.2,DO484097,No,Routine
7593279116,17532589,WH-10,2023-03-04,2023-03-04 18:55:56,Outbound,639.44,55895.48,57511982.41,LOT55925708,2024-06-24,RACK-A43,RACK-F16,TRK-039,3076,-20.3,44.5,DO712578,No,OK
8591113598,11715773,WH-13,2021-08-05,2021-08-05 07:12:58,Outbound,61.62,116964.65,5277725.93,LOT56069317,2023-07-04,RACK-A39,RACK-C21,TRK-013,3094,18.7,63.8,DO541832,No,Damaged packaging
4973997676,68045889,WH-03,2022-12-12,2022-12-12 06:45:38,Transfer,2.7,35189.68,97656.02,LOT15084109,2023-11-10,RACK-D04,RACK-B04,TRK-046,3061,8.2,54.8,DO983671,Yes,Cold chain breach
9675058498,53582243,WH-15,2023-09-14,2023-09-14 06:53:56,Inbound,84.34,99955.19,8744362.4,LOT41266376,2025-08-22,RACK-F18,RACK-G34,TRK-050,3108,20.4,52.3,DO497627,No,Backorder fill
1614623377,61911764,WH-07,2022-08-06,2022-08-06 07:28:36,Transfer,14.17,75331.21,1474418.49,LOT34972041,2024-05-01,RACK-H40,RACK-C34,TRK-019,3010,-7.4,66.7,DO890129,No,Overstock
5383111262,65456564,WH-05,2023-08-20,2023-08-20 03:23:17,Outbound,16.03,55695.27,297273.5,LOT29592661,2025-04-15,RACK-E43,RACK-D18,TRK-016,3118,15.7,73.4,DO495607,No,Damaged packaging
3138774602,23260591,WH-15,2024-01-05,2024-01-05 07:56:17,Outbound,9.29,113279.37,780941.47,LOT69444112,2025-12-12,RACK-G13,RACK-H17,TRK-007,3052,5.7,42.1,DO875873,No,Overstock
5202739088,53702924,WH-05,2021-12-29,2021-12-29 17:07:34,Inbound,4.12,138545.01,190268.41,LOT67948817,2022-08-07,RACK-C44,RACK-D39,TRK-038,3039,-11.9,43.9,DO980868,No,Cold chain breach
6621345063,16569459,WH-13,2022-08-19,2022-08-19 13:47:56,Inbound,23.53,98112.1,3154066.61,LOT33059279,2024-03-08,RACK-A40,RACK-E22,TRK-026,3073,24.9,78.2,DO295252,No,Overstock
7672032303,76191711,WH-07,2023-09-14,2023-09-14 17:56:20,Inbound,7.08,6496.81,154698.97,LOT67281062,2024-08-28,RACK-E45,RACK-F02,TRK-033,3054,-20.1,84.9,DO157189,No,Backorder fill
3601462471,57571638,WH-13,2020-07-08,2020-07-08 05:15:05,Return,7.62,145299.0,608362.81,LOT78102032,2021-07-21,RACK-G42,RACK-D04,TRK-054,3067,9.2,69.6,DO795920,No,Routine
6412788211,75332206,WH-05,2020-06-21,2020-06-21 05:42:29,Transfer,7.85,123010.06,62283.1,LOT29568259,2020-09-17,RACK-H22,RACK-G48,TRK-043,3086,-4.6,82.3,DO511822,No,Routine
3020262943,72336601,WH-04,2024-08-30,2024-08-30 21:17:41,Adjustment,19.25,143435.37,2861701.16,LOT29482773,2026-08-09,RACK-D49,RACK-F40,TRK-019,3094,-9.4,63.1,DO886941,No,Backorder fill
5166886986,22932663,WH-11,2020-10-19,2020-10-19 14:01:34,Outbound,6.85,22697.01,76009.54,LOT88866077,2021-07-26,RACK-B28,RACK-H02,TRK-027,3002,21.0,47.9,DO752001,No,Cold chain breach
6367242418,34695628,WH-11,2024-10-07,2024-10-07 17:17:45,Transfer,33.39,94686.69,371735.79,LOT62919280,2025-08-03,RACK-C42,RACK-F07,TRK-040,3008,23.6,76.7,DO324544,No,Routine
3526551673,76547256,WH-02,2023-05-09,2023-05-09 11:40:47,Inbound,16.71,11928.37,1544951.45,LOT46573501,2025-04-06,RACK-E46,RACK-F33,TRK-044,3092,-8.7,51.8,DO939259,No,OK
6386312100,61886776,WH-07,2021-08-02,2021-08-02 19:32:36,Inbound,342.47,113218.48,41454115.38,LOT28520776,2021-11-02,RACK-F41,RACK-A02,TRK-045,3064,-21.1,50.8,DO371788,No,Backorder fill
1695978032,71022828,WH-07,2022-11-10,2022-11-10 13:45:59,Outbound,132.59,74858.42,6055356.21,LOT24637299,2024-04-14,RACK-G48,RACK-H33,TRK-014,3086,23.1,88.6,DO287201,No,Damaged packaging
1517554525,86323979,WH-08,2023-12-06,2023-12-06 10:43:03,Outbound,4.84,29358.34,263328.33,LOT31181904,2024-03-15,RACK-H41,RACK-C40,TRK-003,3047,-13.2,65.6,DO925489,No,Cold chain breach
5835161052,87219660,WH-04,2023-09-08,2023-09-08 19:17:34,Outbound,88.35,60627.72,5156206.45,LOT66967107,2024-04-05,RACK-E03,RACK-D25,TRK-025,3052,11.9,85.2,DO745652,No,Near expiry
6722574925,30582022,WH-08,2022-11-20,2022-11-20 11:36:24,Inbound,93.2,42746.56,11346724.5,LOT89830447,2022-12-24,RACK-D12,RACK-G43,TRK-044,3114,-0.4,78.2,DO253688,No,Overstock
4039587627,55089118,WH-03,2024-04-07,2024-04-07 01:52:41,Inbound,49.41,66925.21,3074270.27,LOT58594350,2024-04-23,RACK-A25,RACK-A28,TRK-020,3007,1.4,77.5,DO183290,No,Cold chain breach
1266592206,87581439,WH-15,2024-07-01,2024-07-01 19:50:52,Outbound,5.01,28096.98,511764.1,LOT85747696,2024-09-13,RACK-A46,RACK-H28,TRK-031,3069,2.9,70.8,DO228007,No,Urgent order
1522641571,50266874,WH-10,2024-05-11,2024-05-11 21:47:03,Outbound,1.47,126217.79,127106.24,LOT59529591,2025-10-20,RACK-G11,RACK-A08,TRK-047,3006,-16.2,48.7,DO112340,No,Urgent order
1472149406,53916397,WH-05,2022-02-26,2022-02-26 04:47:42,Inbound,45.22,89058.5,4337460.04,LOT65134811,2022-11-14,RACK-F41,RACK-E22,TRK-059,3034,10.6,73.4,DO241356,No,Backorder fill
8139474592,20888309,WH-02,2021-12-14,2021-12-14 01:32:37,Outbound,12.02,31843.04,1501792.63,LOT29672400,2022-09-24,RACK-H10,RACK-B18,TRK-060,3004,4.6,58.1,DO314872,No,Cold chain breach
5822511361,24742233,WH-15,2020-07-07,2020-07-07 17:18:45,Inbound,40.08,33795.96,5370608.47,LOT34178452,2021-07-23,RACK-C34,RACK-B02,TRK-014,3026,15.0,64.2,DO495167,No,Overstock
2996958189,72173176,WH-03,2020-11-04,2020-11-04 09:08:18,Outbound,16.82,135696.02,1615640.28,LOT22620010,2020-11-24,RACK-C07,RACK-F42,TRK-017,3001,17.2,54.7,DO105866,No,Damaged packaging
4395801465,16878956,WH-09,2020-11-01,2020-11-01 10:21:34,Outbound,2.52,55493.87,104637.95,LOT50980046,2021-10-21,RACK-C05,RACK-B16,TRK-060,3076,-7.8,73.2,DO595127,No,Near expiry
1071111066,13264746,WH-06,2023-11-18,2023-11-18 13:31:52,Inbound,29.91,30480.5,2595242.91,LOT98373091,2024-05-24,RACK-G22,RACK-A05,TRK-041,3077,16.9,47.3,DO173851,No,Backorder fill
6415138551,62304194,WH-11,2020-10-03,2020-10-03 17:17:03,Outbound,27.41,61702.88,2391547.45,LOT76292463,2020-12-31,RACK-E46,RACK-C14,TRK-017,3005,-19.1,85.0,DO128174,No,Near expiry
3702857573,60469844,WH-03,2020-08-18,2020-08-18 17:33:55,Outbound,29.93,111380.01,4444231.03,LOT49632715,2021-04-27,RACK-F09,RACK-B40,TRK-035,3111,9.7,49.9,DO382881,No,Overstock
6639529025,99472589,WH-12,2020-05-13,2020-05-13 07:08:47,Return,29.78,51541.99,3609988.03,LOT40655769,2020-10-19,RACK-E21,RACK-E07,TRK-017,3114,-18.3,43.7,DO296205,No,Backorder fill
4509704416,48586784,WH-09,2023-10-20,2023-10-20 16:58:01,Inbound,16.46,132439.97,2185266.59,LOT20892360,2024-01-23,RACK-H48,RACK-A44,TRK-056,3010,18.9,53.8,DO483694,No,Overstock
9269613888,93078740,WH-14,2023-12-07,2023-12-07 22:42:56,Outbound,105.77,52734.24,2371657.84,LOT19726475,2025-10-28,RACK-B35,RACK-H13,TRK-048,3043,11.4,42.4,DO493827,No,Urgent order
1077019137,37370096,WH-07,2024-12-06,2024-12-06 13:15:26,Inbound,13.2,60294.5,1271496.61,LOT75898403,2025-12-20,RACK-C17,RACK-D23,TRK-032,3095,24.5,64.4,DO868888,No,Overstock
2595855292,63708905,WH-04,2022-02-17,2022-02-17 22:33:35,Transfer,70.77,14930.68,1105092.69,LOT83086592,2023-11-19,RACK-H04,RACK-H03,TRK-049,3093,-21.3,75.4,DO767564,No,Damaged packaging
3332303172,57965273,WH-13,2020-03-14,2020-03-14 23:46:05,Outbound,4.48,6886.6,153531.36,LOT53963326,2020-08-18,RACK-A24,RACK-F50,TRK-053,3084,-17.3,88.6,DO555440,No,Overstock
1451194527,69272419,WH-06,2020-06-28,2020-06-28 21:57:06,Transfer,50.69,67479.51,3625180.11,LOT59444556,2021-08-20,RACK-F46,RACK-C21,TRK-006,3023,-6.2,80.1,DO576994,No,Backorder fill
3115949161,12532749,WH-15,2022-09-11,2022-09-11 08:37:49,Outbound,12.93,79830.79,627920.68,LOT77480925,2023-11-08,RACK-F08,RACK-D47,TRK-028,3017,-16.7,62.9,DO255443,Yes,Damaged packaging
9523795173,49298011,WH-03,2024-12-26,2024-12-26 15:22:02,Inbound,80.95,145716.04,11891760.33,LOT71454349,2025-06-01,RACK-H28,RACK-D37,TRK-012,3025,-16.0,83.8,DO149083,No,Overstock
5649574318,86780178,WH-09,2023-07-03,2023-07-03 04:03:23,Inbound,42.61,76065.96,1141260.54,LOT23767182,2024-07-20,RACK-F38,RACK-H15,TRK-014,3097,-14.3,46.8,DO870118,No,OK
4466845776,66367791,WH-08,2020-03-08,2020-03-08 22:14:57,Outbound,2.46,116509.96,16773.3,LOT10664257,2020-04-17,RACK-A14,RACK-C31,TRK-034,3067,23.3,70.6,DO808099,No,Cold chain breach
9475102192,44965230,WH-14,2022-09-01,2022-09-01 14:19:38,Inbound,123.45,146975.16,14920985.29,LOT94034335,2024-07-28,RACK-F13,RACK-G39,TRK-052,3067,16.6,88.2,DO551612,No,Damaged packaging
4867094923,10823612,WH-07,2021-11-15,2021-11-15 18:31:38,Inbound,12.31,127905.92,1336680.72,LOT87877306,2021-12-11,RACK-B39,RACK-A34,TRK-048,3016,10.2,87.5,DO744015,No,Near expiry
3161029550,92040907,WH-10,2022-03-05,2022-03-05 17:51:49,Inbound,51.23,133707.52,6638992.27,LOT58313006,2023-10-30,RACK-G33,RACK-E02,TRK-018,3102,16.1,77.6,DO157346,No,Urgent order
8295899555,90891276,WH-04,2024-08-09,2024-08-09 12:00:23,Transfer,18.12,97618.13,504049.47,LOT36045082,2025-09-25,RACK-C24,RACK-G34,TRK-013,3092,-16.1,47.8,DO479841,No,Routine
4412870021,23695025,WH-10,2022-03-31,2022-03-31 07:08:45,Transfer,7.6,22230.89,1099250.83,LOT78821258,2023-01-22,RACK-C09,RACK-F47,TRK-047,3027,21.5,56.4,DO806307,No,Backorder fill
7723963893,45831057,WH-04,2021-04-01,2021-04-01 05:16:52,Inbound,9.74,61591.39,1422740.19,LOT27808467,2022-11-22,RACK-D29,RACK-B41,TRK-009,3074,9.0,59.0,DO510346,No,Backorder fill
7898775297,48062910,WH-09,2023-04-28,2023-04-28 23:44:10,Outbound,555.7,90912.86,51096356.48,LOT12123239,2024-04-17,RACK-H30,RACK-H47,TRK-038,3098,-1.5,76.0,DO283929,No,OK
7617529569,96436939,WH-05,2024-08-28,2024-08-28 12:58:57,Inbound,38.43,68291.13,4153237.52,LOT40131801,2026-01-15,RACK-G37,RACK-E23,TRK-021,3056,10.5,45.8,DO278959,No,Backorder fill
4473717521,56778477,WH-05,2021-01-29,2021-01-29 23:03:08,Transfer,212.78,118667.44,12165595.06,LOT76175708,2021-07-20,RACK-B30,RACK-E25,TRK-046,3060,-7.7,69.4,DO811040,No,Cold chain breach
4680396241,63296124,WH-04,2022-07-10,2022-07-10 07:56:11,Adjustment,28.41,59196.01,1793858.01,LOT83586276,2022-08-10,RACK-H28,RACK-H37,TRK-032,3054,2.5,60.2,DO816652,No,Urgent order
8264743722,67836809,WH-12,2021-06-06,2021-06-06 14:21:49,Inbound,19.69,31060.57,1419950.04,LOT19128563,2022-04-27,RACK-C08,RACK-A31,TRK-048,3025,-7.5,65.8,DO190035,No,Urgent order
8386154237,48615273,WH-13,2023-08-23,2023-08-23 12:50:50,Inbound,72.38,20770.84,9037164.97,LOT21187903,2024-01-06,RACK-H29,RACK-E14,TRK-043,3009,16.0,71.2,DO932433,No,Backorder fill
5982403860,29894613,WH-12,2022-03-28,2022-03-28 15:58:19,Adjustment,11.49,127546.14,462931.38,LOT59640218,2023-06-18,RACK-D50,RACK-E06,TRK-027,3091,-12.0,72.8,DO292738,No,Urgent order
2005766008,27684630,WH-09,2024-08-08,2024-08-08 10:41:26,Transfer,20.52,75772.16,521199.56,LOT10846543,2025-09-14,RACK-A21,RACK-B32,TRK-031,3093,-8.2,68.6,DO764607,No,Routine
1586306195,62989398,WH-15,2022-06-26,2022-06-26 06:18:14,Outbound,3.4,57889.58,176011.26,LOT95054684,2023-11-27,RACK-C24,RACK-E39,TRK-055,3074,-17.2,55.7,DO967816,No,Routine
5426819760,56147555,WH-02,2022-02-19,2022-02-19 14:10:06,Outbound,13.69,46324.81,1661526.37,LOT91141938,2022-12-02,RACK-G22,RACK-E44,TRK-014,3052,-20.1,70.3,DO900215,No,OK
3490839006,52719204,WH-09,2020-10-29,2020-10-29 10:18:22,Transfer,14.41,83210.02,1103421.18,LOT20026285,2020-11-04,RACK-D37,RACK-G46,TRK-003,3014,-8.3,75.7,DO171164,No,OK
3428416762,95602050,WH-08,2024-05-30,2024-05-30 20:17:07,Inbound,61.7,98604.38,1396555.13,LOT78380649,2026-01-07,RACK-F38,RACK-H19,TRK-015,3106,7.9,73.0,DO134229,No,Routine
1017188900,60256043,WH-06,2024-02-04,2024-02-04 17:31:00,Outbound,7.68,80774.47,316547.57,LOT60854797,2024-07-05,RACK-E31,RACK-E16,TRK-051,3101,-16.8,49.5,DO269366,No,Cold chain breach
8196697548,96847719,WH-06,2020-03-04,2020-03-04 10:12:09,Inbound,1.28,143894.57,139914.84,LOT40746033,2021-07-21,RACK-D07,RACK-F41,TRK-054,3095,4.4,85.0,DO379767,No,Damaged packaging
4719416306,66305948,WH-09,2023-04-04,2023-04-04 23:30:17,Outbound,26.01,81490.32,2038283.85,LOT26612259,2023-07-04,RACK-D03,RACK-D05,TRK-024,3089,7.2,64.3,DO762152,No,Near expiry
7994368991,25583674,WH-10,2021-10-06,2021-10-06 10:48:37,Outbound,21.89,116430.46,963062.01,LOT88117861,2022-11-05,RACK-C46,RACK-B38,TRK-006,3114,24.7,55.3,DO302709,No,Cold chain breach
2650637447,40436178,WH-09,2020-08-28,2020-08-28 01:54:35,Adjustment,13.34,144204.01,785592.72,LOT37296140,2021-10-15,RACK-H41,RACK-E43,TRK-023,3007,-8.0,52.6,DO321526,No,Backorder fill
4377894871,74423543,WH-07,2021-02-22,2021-02-22 04:57:44,Outbound,77.53,96529.34,11451491.59,LOT78466590,2023-01-07,RACK-G25,RACK-G06,TRK-043,3071,-4.6,61.1,DO851677,No,Cold chain breach
4451855419,56270647,WH-11,2020-11-27,2020-11-27 16:00:39,Scrap,22.33,131430.76,766241.99,LOT31749904,2021-04-20,RACK-B26,RACK-H36,TRK-032,3052,0.4,68.1,DO770561,No,OK
6818283856,99126151,WH-13,2021-01-11,2021-01-11 08:13:01,Inbound,6.92,50414.28,477209.5,LOT76698439,2021-12-27,RACK-A32,RACK-G02,TRK-053,3036,4.0,73.7,DO623691,No,OK
5813663355,74264055,WH-09,2022-05-17,2022-05-17 10:27:40,Transfer,15.08,56706.78,1084962.68,LOT87061226,2023-08-14,RACK-H08,RACK-E17,TRK-021,3030,-17.5,70.3,DO918727,No,Urgent order
1973419769,44325876,WH-03,2020-04-21,2020-04-21 13:20:04,Outbound,41.15,17782.5,2499644.13,LOT86935895,2021-11-27,RACK-H27,RACK-H13,TRK-030,3104,10.5,86.8,DO938164,No,Urgent order
3752394115,39423628,WH-07,2023-08-30,2023-08-30 10:40:28,Outbound,10.25,122428.17,469500.04,LOT64019968,2025-03-01,RACK-A03,RACK-F49,TRK-007,3057,-12.9,79.5,DO625081,No,Backorder fill
6899356294,15562206,WH-10,2023-03-27,2023-03-27 19:12:04,Transfer,25.35,102553.12,1954088.88,LOT67048767,2023-06-12,RACK-E28,RACK-H15,TRK-012,3102,-20.3,55.4,DO215189,No,Damaged packaging
6674438595,19618718,WH-14,2022-10-27,2022-10-27 09:58:13,Inbound,167.5,60449.0,1110061.18,LOT97086313,2023-06-20,RACK-G21,RACK-B37,TRK-054,3053,-14.9,86.1,DO274689,No,Damaged packaging
9457244147,13612637,WH-01,2021-06-15,2021-06-15 14:27:21,Inbound,6.21,106819.46,202395.87,LOT71538459,2022-10-07,RACK-E23,RACK-B01,TRK-054,3093,15.6,54.4,DO620094,No,Urgent order
5134513668,51183850,WH-13,2022-12-13,2022-12-13 02:23:49,Inbound,40.47,129917.52,2260487.86,LOT51507015,2024-10-25,RACK-H02,RACK-H25,TRK-043,3050,14.1,40.6,DO452471,No,Routine
5304586442,40436178,WH-09,2022-06-20,2022-06-20 12:10:26,Outbound,3.76,25099.52,183392.78,LOT77970065,2022-07-13,RACK-F21,RACK-A08,TRK-045,3080,-15.2,60.0,DO503458,No,Backorder fill
3576818412,79442669,WH-04,2024-11-08,2024-11-08 18:49:12,Inbound,253.19,58535.61,10783308.57,LOT55394604,2024-12-10,RACK-C14,RACK-B21,TRK-052,3108,-13.9,82.4,DO607889,No,Near expiry
4849031685,88052611,WH-05,2022-12-30,2022-12-30 07:46:07,Inbound,6.6,14407.65,898796.05,LOT42426240,2023-02-06,RACK-C33,RACK-D33,TRK-052,3012,11.5,43.1,DO393889,No,Damaged packaging
7109764903,85449181,WH-08,2023-07-31,2023-07-31 08:20:59,Inbound,38.46,118673.8,433343.19,LOT30829625,2024-09-17,RACK-D31,RACK-D44,TRK-031,3107,14.4,81.1,DO522132,No,Urgent order
7128849066,63921137,WH-04,2021-08-05,2021-08-05 05:15:32,Inbound,88.08,107330.85,10905117.39,LOT82029375,2023-02-05,RACK-A31,RACK-B41,TRK-056,3013,-1.5,51.2,DO531930,No,Urgent order
2905948110,54633240,WH-05,2024-10-27,2024-10-27 18:02:29,Inbound,3.88,31934.35,136143.3,LOT34693207,2025-01-22,RACK-F06,RACK-C32,TRK-024,3113,16.9,69.1,DO573692,No,Damaged packaging
2698105592,98356260,WH-09,2023-04-21,2023-04-21 06:47:22,Inbound,11.19,88606.79,414478.17,LOT20016887,2023-05-25,RACK-F48,RACK-E09,TRK-032,3033,1.3,55.9,DO855845,No,Overstock
9992536493,69548122,WH-01,2021-11-11,2021-11-11 08:54:26,Transfer,16.77,56137.63,806331.89,LOT23137534,2022-05-10,RACK-D02,RACK-E33,TRK-051,3006,-15.5,61.1,DO458031,No,Urgent order
6269671494,55387770,WH-11,2024-04-07,2024-04-07 16:30:15,Outbound,53.19,136487.22,6031386.61,LOT67692607,2024-12-10,RACK-B10,RACK-C15,TRK-013,3027,-21.8,56.2,DO591614,No,OK
9738872602,53775088,WH-14,2024-01-15,2024-01-15 06:01:52,Outbound,14.66,61101.84,750975.32,LOT60853369,2024-11-08,RACK-H32,RACK-B35,TRK-041,3101,-17.9,58.4,DO806343,No,Damaged packaging
1621307045,69929696,WH-02,2021-11-10,2021-11-10 22:48:39,Outbound,13.14,24595.24,225881.35,LOT20250443,2023-04-15,RACK-H32,RACK-H19,TRK-044,3047,23.8,88.1,DO569982,No,Damaged packaging
3941458389,23446871,WH-03,2022-03-30,2022-03-30 19:32:10,Outbound,6.46,68135.67,85455.48,LOT30494799,2022-04-17,RACK-B26,RACK-B29,TRK-058,3048,10.9,69.7,DO313456,No,Urgent order
6705782804,78307240,WH-14,2022-06-11,2022-06-11 19:20:04,Transfer,6.52,111262.33,919994.98,LOT62333256,2023-05-14,RACK-E26,RACK-F02,TRK-046,3074,20.1,50.4,DO858414,No,Cold chain breach
6099067353,35247988,WH-12,2021-11-29,2021-11-29 02:22:02,Outbound,33.33,60775.94,4325985.84,LOT37528567,2023-06-13,RACK-D46,RACK-H24,TRK-023,3044,14.3,89.8,DO338682,No,Urgent order
9860123615,86599801,WH-01,2023-07-12,2023-07-12 20:46:46,Outbound,27.45,14118.67,1951941.23,LOT72424713,2024-03-12,RACK-H25,RACK-A16,TRK-035,3120,3.9,57.2,DO712718,No,Cold chain breach
3509973252,13425407,WH-05,2022-05-02,2022-05-02 01:42:44,Inbound,94.43,86684.98,7919888.91,LOT28850656,2023-09-13,RACK-A03,RACK-B13,TRK-017,3055,-5.9,73.5,DO716093,No,Damaged packaging
2863137005,26503229,WH-04,2020-04-08,2020-04-08 14:57:00,Outbound,64.44,15622.37,7021773.94,LOT96802070,2021-10-30,RACK-B49,RACK-F13,TRK-056,3100,10.9,83.9,DO966164,No,Overstock
1674682466,48431596,WH-07,2024-04-17,2024-04-17 09:05:13,Inbound,8.93,85437.41,503944.77,LOT99548839,2024-08-28,RACK-C31,RACK-A12,TRK-045,3087,-15.5,54.4,DO741635,No,Cold chain breach
3251791777,74693468,WH-01,2023-11-28,2023-11-28 23:10:37,Inbound,573.81,60781.39,70185248.79,LOT84896559,2025-06-20,RACK-F12,RACK-F33,TRK-040,3101,3.3,60.8,DO557013,No,Near expiry
7292304468,60404988,WH-06,2023-01-19,2023-01-19 09:41:42,Outbound,44.0,29969.9,4306829.27,LOT20708002,2023-05-21,RACK-C40,RACK-E34,TRK-021,3024,18.7,61.4,DO457816,No,Backorder fill
7831608980,99822658,WH-02,2024-02-15,2024-02-15 23:08:53,Outbound,16.17,141867.5,1709177.48,LOT99331380,2025-06-11,RACK-A30,RACK-G22,TRK-012,3023,14.1,60.5,DO518644,No,Routine
3584635254,21111487,WH-04,2022-05-06,2022-05-06 07:50:33,Outbound,12.16,116523.96,390567.93,LOT82468432,2023-04-04,RACK-A17,RACK-G16,TRK-013,3093,-0.2,78.0,DO569030,No,Near expiry
2049071131,95551987,WH-03,2022-06-18,2022-06-18 10:42:12,Inbound,14.26,148552.89,1713391.57,LOT92912991,2022-09-05,RACK-G21,RACK-G03,TRK-008,3015,5.8,40.2,DO938910,No,Routine
7206548733,93821300,WH-11,2022-12-25,2022-12-25 11:44:46,Outbound,35.79,121577.6,3858666.52,LOT10270486,2023-10-14,RACK-C30,RACK-A15,TRK-027,3095,-5.2,48.3,DO219294,Yes,Backorder fill
9947612614,60256043,WH-11,2020-05-20,2020-05-20 07:16:09,Outbound,10.25,12200.2,1151524.0,LOT11274649,2021-11-25,RACK-E36,RACK-A13,TRK-058,3105,-7.5,79.4,DO640767,No,Cold chain breach
8908297742,74565842,WH-01,2021-11-02,2021-11-02 12:28:48,Outbound,33.43,32630.43,4625353.54,LOT56630453,2022-06-12,RACK-F39,RACK-F50,TRK-018,3092,-12.3,77.9,DO104979,No,OK
1825288204,64739939,WH-04,2020-03-18,2020-03-18 07:27:28,Outbound,0.9,47506.49,12266.21,LOT13800488,2020-11-03,RACK-B42,RACK-H33,TRK-001,3094,9.0,72.1,DO168331,Yes,Routine
8305731910,78271200,WH-12,2021-08-02,2021-08-02 10:44:38,Inbound,3.64,98537.62,186897.95,LOT17449352,2021-10-25,RACK-H37,RACK-F46,TRK-011,3048,-1.0,61.7,DO733544,No,Urgent order
5038967096,44185796,WH-15,2022-05-22,2022-05-22 22:41:24,Outbound,3.18,101102.72,303402.73,LOT64198665,2023-05-18,RACK-A05,RACK-F11,TRK-014,3116,-11.3,42.2,DO531366,No,Backorder fill
5209828079,17063614,WH-14,2020-04-08,2020-04-08 21:51:10,Inbound,15.48,139396.86,1053689.13,LOT27454577,2021-04-29,RACK-F48,RACK-C35,TRK-015,3041,10.3,82.1,DO975888,Yes,Cold chain breach
2954723473,75847067,WH-12,2024-11-02,2024-11-02 02:32:18,Return,4.16,41328.25,297403.5,LOT70867515,2024-12-06,RACK-A32,RACK-A04,TRK-036,3073,-17.4,40.0,DO656727,No,Cold chain breach
6159443887,14645643,WH-13,2023-05-12,2023-05-12 05:01:13,Transfer,15.64,38059.58,1598575.73,LOT20021620,2025-01-25,RACK-C36,RACK-D28,TRK-036,3013,24.1,56.2,DO851294,No,OK
3456536107,67395942,WH-08,2022-11-24,2022-11-24 07:04:01,Transfer,70.02,35375.42,3444903.08,LOT90393783,2024-05-08,RACK-H38,RACK-G25,TRK-035,3032,12.4,50.9,DO727701,No,Backorder fill
4662452933,31946532,WH-09,2024-12-27,2024-12-27 21:34:46,Adjustment,44.56,114413.49,1644435.33,LOT59801014,2025-12-26,RACK-G07,RACK-C15,TRK-008,3083,-6.7,42.6,DO649749,No,Urgent order
1656083846,58964795,WH-14,2022-05-29,2022-05-29 06:44:02,Outbound,133.4,52270.46,19588289.31,LOT27159472,2023-06-06,RACK-E19,RACK-D21,TRK-008,3067,-14.0,83.2,DO783828,No,Cold chain breach
2277505952,37810037,WH-15,2023-04-29,2023-04-29 00:10:28,Outbound,101.57,84785.1,754542.4,LOT50034064,2023-07-05,RACK-H19,RACK-E05,TRK-026,3086,1.1,58.4,DO925189,No,Routine
