order_id,customer_id,order_date,delivery_date,channel,status,product_sku,quantity_ordered,quantity_delivered,unit_price_idr,discount_pct,gross_value_idr,net_value_idr,tax_idr,warehouse_dispatch,vehicle_id,invoice_number,payment_status,sales_rep_id,remarks
5209531092,41903249,2024-10-02,2024-10-15,Telesales,Processing,SKU375957,18.0,15.0,11559.05,0,208062.9,208062.9,22886.92,WH-15,VH-037,INV2872507,Unpaid,5077,Back-order
6672361753,73368978,2020-03-29,2020-04-04,Telesales,Delivered,SKU285816,3.0,3.0,11830.07,5.0,35490.21,33715.7,3708.73,WH-11,VH-006,INV6456273,Paid,5066,Back-order
1204423681,22514498,2021-02-03,2021-02-12,Distributor,Invoiced,SKU838812,5.0,5.0,7414.36,0,37071.8,37071.8,4077.9,WH-09,VH-052,INV5644628,Overdue,5049,On time
7095867492,70053112,2022-12-01,2022-12-10,Direct Sales,Delivered,SKU655425,5.0,5.0,6402.97,0,32014.85,32014.85,3521.63,WH-07,VH-011,INV5103856,Paid,5017,Back-order
9465648925,26577304,2021-08-03,2021-08-04,Online,Returned,SKU636196,11.0,10.0,60080.83,5.0,660889.13,627844.67,69062.91,WH-03,VH-075,INV9353696,Paid,5033,Back-order
4239770662,51731614,2022-10-03,2022-10-10,Marketplace,Processing,SKU887517,3.0,3.0,14862.33,20.0,44586.99,35669.59,3923.65,WH-06,VH-055,INV2937622,Disputed,5017,Credit hold
1662014397,28820457,2023-08-29,2023-09-10,Direct Sales,Processing,SKU530846,2.0,2.0,26041.43,15.0,52082.86,44270.43,4869.75,WH-07,VH-021,INV4896047,Paid,5018,Rush order
6347161989,64544433,2021-08-04,2021-08-15,Direct Sales,Processing,SKU961635,50.0,45.0,54307.15,5.0,2715357.5,2579589.62,283754.86,WH-03,VH-027,INV9684528,Paid,5033,Rush order
5236068933,63687813,2020-08-04,2020-08-07,Online,Delivered,SKU239063,4.0,4.0,16896.61,0,67586.44,67586.44,7434.51,WH-05,VH-039,INV8673857,Paid,5060,Back-order
1090430778,51421442,2021-01-11,2021-01-14,Direct Sales,Delivered,SKU707617,7.0,6.0,38967.29,0,272771.03,272771.03,30004.81,WH-01,VH-025,INV7527019,Partial,5051,Late delivery
2790112736,94140301,2022-10-16,2022-10-27,Direct Sales,Delivered,SKU818504,1.0,1.0,15106.68,0,15106.68,15106.68,1661.73,WH-09,VH-045,INV8134667,Unpaid,5063,Complaint logged
2073957984,13145153,2024-07-17,2024-07-21,Direct Sales,Delivered,SKU853146,20.0,19.0,4901.85,0,98037.0,98037.0,10784.07,WH-13,VH-033,INV5992868,Partial,5075,On time
2844830426,56671352,2024-05-18,2024-05-24,EDI,Delivered,SKU787152,4.0,4.0,13203.35,0,52813.4,52813.4,5809.47,WH-15,VH-079,INV7425199,Paid,5010,Promotional
5192397772,51900771,2020-04-01,2020-04-15,Direct Sales,Delivered,SKU766295,13.0,13.0,30825.56,0,400732.28,400732.28,44080.55,WH-13,VH-023,INV9060211,Partial,5034,Price negotiated
6380132921,49698499,2020-12-27,2021-01-03,Direct Sales,Delivered,SKU282538,5.0,5.0,15011.76,0,75058.8,75058.8,8256.47,WH-12,VH-080,INV2272172,Paid,5062,Back-order
2769638886,27324962,2023-02-03,2023-02-04,Walk-in,Cancelled,SKU468576,5.0,5.0,31425.9,0,157129.5,157129.5,17284.24,WH-11,VH-011,INV5647651,Overdue,5066,Price negotiated
5910539899,55023238,2021-06-29,2021-07-03,EDI,Delivered,SKU322765,25.0,24.0,30192.56,0,754814.0,754814.0,83029.54,WH-02,VH-076,INV9683570,Paid,5010,Rush order
5931357137,88449213,2020-01-20,2020-01-24,Walk-in,On Hold,SKU114611,1.0,1.0,13401.94,0,13401.94,13401.94,1474.21,WH-13,VH-034,INV3389201,Unpaid,5018,Standard
1643770997,47227004,2023-09-09,2023-09-14,EDI,Returned,SKU328666,1.0,1.0,282114.08,0,282114.08,282114.08,31032.55,WH-07,VH-023,INV5461549,Paid,5003,Promotional
2119860475,10507269,2022-02-05,2022-02-07,Online,Delivered,SKU177647,10.0,10.0,5309.97,5.0,53099.7,50444.71,5548.92,WH-08,VH-030,INV8837470,Paid,5030,Complaint logged
3823244222,36013474,2022-08-26,2022-09-08,Distributor,Delivered,SKU152477,80.0,74.0,38161.52,0,3052921.6,3052921.6,335821.38,WH-10,VH-076,INV3479340,Paid,5011,Bulk order
7694324352,77612203,2020-04-03,2020-04-04,Direct Sales,Delivered,SKU967171,5.0,4.0,10567.01,5.0,52835.05,50193.3,5521.26,WH-11,VH-040,INV7886400,Unpaid,5074,Rush order
6591495861,66104611,2020-07-08,2020-07-09,Distributor,Cancelled,SKU497530,7.0,6.0,19353.16,5.0,135472.12,128698.51,14156.84,WH-11,VH-059,INV6463689,Paid,5062,Standard
5227656522,32349568,2020-06-16,2020-06-27,EDI,Delivered,SKU971931,18.0,17.0,100502.9,0,1809052.2,1809052.2,198995.74,WH-14,VH-076,INV8487230,Paid,5031,Credit hold
4591490028,65737248,2020-12-08,2020-12-14,Direct Sales,Cancelled,SKU191728,4.0,4.0,11090.78,10.0,44363.12,39926.81,4391.95,WH-14,VH-079,INV2749556,Paid,5065,Complaint logged
6150686066,71882800,2023-01-04,2023-01-09,Online,Delivered,SKU786376,8.0,7.0,9368.52,20.0,74948.16,59958.53,6595.44,WH-11,VH-038,INV5795024,Unpaid,5060,Promotional
8713514433,79941365,2023-11-23,2023-11-28,Direct Sales,On Hold,SKU798325,6.0,5.0,405764.45,15.0,2434586.7,2069398.7,227633.86,WH-08,VH-030,INV3110521,Paid,5005,Bulk order
9014372069,21201374,2021-01-05,2021-01-12,Direct Sales,Delivered,SKU114590,18.0,17.0,55306.26,5.0,995512.68,945737.05,104031.08,WH-14,VH-030,INV9595968,Paid,5045,Back-order
9714839208,38857638,2022-03-12,2022-03-24,Marketplace,Delivered,SKU158261,12.0,11.0,5980.99,5.0,71771.88,68183.29,7500.16,WH-04,VH-020,INV8986067,Paid,5027,Bulk order
2024736575,17715040,2024-12-14,2024-12-16,Online,Delivered,SKU340002,2.0,2.0,13256.31,20.0,26512.62,21210.1,2333.11,WH-06,VH-035,INV2150609,Paid,5056,Rush order
8672984367,58014557,2022-08-20,2022-08-24,Direct Sales,Delivered,SKU554150,30.0,30.0,17207.26,0,516217.8,516217.8,56783.96,WH-10,VH-072,INV1346110,Unpaid,5066,Credit hold
2573688448,26582471,2020-03-20,2020-03-23,Online,On Hold,SKU170591,15.0,14.0,14662.45,5.0,219936.75,208939.91,22983.39,WH-02,VH-030,INV1850629,Paid,5048,Price negotiated
5962796546,75164940,2022-10-11,2022-10-22,Marketplace,Processing,SKU434918,4.0,4.0,35652.84,0,142611.36,142611.36,15687.25,WH-14,VH-045,INV6050912,Unpaid,5043,Complaint logged
1642761333,31996098,2024-07-15,2024-07-28,Direct Sales,Processing,SKU582920,4.0,4.0,3741.76,0,14967.04,14967.04,1646.37,WH-04,VH-038,INV4675954,Paid,5044,Rush order
4693998916,40886515,2024-06-30,2024-07-13,Direct Sales,Partial,SKU517612,7.0,6.0,72620.26,5.0,508341.82,482924.73,53121.72,WH-12,VH-053,INV7098392,Paid,5026,Complaint logged
4597243391,46830064,2023-05-14,2023-05-25,Online,Delivered,SKU115221,3.0,3.0,37497.22,0,112491.66,112491.66,12374.08,WH-15,VH-020,INV3055402,Unpaid,5044,Promotional
5979346106,21114012,2021-01-25,2021-02-06,Online,Cancelled,SKU639057,4.0,4.0,36097.91,0,144391.64,144391.64,15883.08,WH-11,VH-002,INV5306651,Paid,5036,Promotional
1373858967,61127243,2020-10-25,2020-11-02,Telesales,On Hold,SKU340547,6.0,6.0,37277.57,0,223665.42,223665.42,24603.2,WH-04,VH-022,INV5897447,Paid,5009,Promotional
5326458804,72796241,2020-04-21,2020-04-25,Direct Sales,Delivered,SKU319640,4.0,4.0,1576.6,0,6306.4,6306.4,693.7,WH-04,VH-028,INV3303980,Paid,5042,Credit hold
1323238150,97495568,2022-07-28,2022-08-04,Distributor,Delivered,SKU462280,5.0,5.0,12554.63,0,62773.15,62773.15,6905.05,WH-15,VH-011,INV2217908,Partial,5056,On time
1630677927,63392913,2022-07-18,2022-07-21,Direct Sales,On Hold,SKU381072,5.0,5.0,20264.6,0,101323.0,101323.0,11145.53,WH-03,VH-001,INV9968695,Paid,5004,Bulk order
1943218365,47964700,2023-09-20,2023-10-03,Distributor,Delivered,SKU887244,23.0,22.0,6199.22,10.0,142582.06,128323.85,14115.62,WH-14,VH-044,INV9762620,Paid,5019,Promotional
9873027203,49509665,2022-05-19,2022-05-26,Online,Delivered,SKU323533,47.0,45.0,16014.08,10.0,752661.76,677395.58,74513.51,WH-12,VH-011,INV5929546,Paid,5028,Promotional
8800560823,78342149,2021-01-27,2021-01-31,Direct Sales,Delivered,SKU736440,12.0,11.0,156770.6,5.0,1881247.2,1787184.84,196590.33,WH-07,VH-008,INV5527245,Unpaid,5025,Late delivery
3611596223,28917648,2024-11-28,2024-12-05,EDI,Delivered,SKU283938,21.0,19.0,46521.42,10.0,976949.82,879254.84,96718.03,WH-13,VH-029,INV1844300,Paid,5006,Back-order
5300740113,64853894,2021-09-28,2021-10-08,Telesales,Delivered,SKU941838,14.0,12.0,29972.89,0,419620.46,419620.46,46158.25,WH-15,VH-080,INV9379727,Paid,5056,Standard
8244806467,37554687,2020-12-28,2021-01-11,Direct Sales,Delivered,SKU291793,3.0,3.0,23619.06,0,70857.18,70857.18,7794.29,WH-11,VH-060,INV4180646,Paid,5055,Complaint logged
5813849358,44890693,2022-09-04,2022-09-13,Online,Delivered,SKU211257,24.0,22.0,48602.31,10.0,1166455.44,1049809.9,115479.09,WH-05,VH-073,INV2994803,Paid,5025,Credit hold
6085772297,50729251,2020-12-05,2020-12-11,Walk-in,Delivered,SKU782851,12.0,11.0,11076.15,0,132913.8,132913.8,14620.52,WH-02,VH-016,INV9507601,Paid,5072,Bulk order
4119970723,43168103,2022-11-14,2022-11-25,Direct Sales,Delivered,SKU896571,19.0,19.0,10004.27,5.0,190081.13,180577.07,19863.48,WH-13,VH-030,INV3521480,Unpaid,5027,Back-order
7287653193,47891810,2021-07-15,2021-07-29,Direct Sales,Delivered,SKU742447,14.0,14.0,30910.41,0,432745.74,432745.74,47602.03,WH-03,VH-045,INV6365461,Paid,5022,Price negotiated
3242085182,27392632,2022-01-29,2022-01-30,Walk-in,Delivered,SKU458033,2.0,2.0,8422.69,0,16845.38,16845.38,1852.99,WH-01,VH-010,INV6916960,Paid,5029,Rush order
1320787722,36933114,2020-04-23,2020-04-30,Direct Sales,On Hold,SKU768066,23.0,23.0,4983.66,30.0,114624.18,80236.93,8826.06,WH-10,VH-080,INV9919821,Paid,5030,Complaint logged
6561984805,26042794,2021-09-29,2021-10-12,Direct Sales,Delivered,SKU418614,8.0,8.0,12725.52,0,101804.16,101804.16,11198.46,WH-08,VH-058,INV6879348,Paid,5032,On time
4514564022,86089363,2021-09-06,2021-09-17,Direct Sales,Delivered,SKU747110,13.0,12.0,6388.22,10.0,83046.86,74742.17,8221.64,WH-11,VH-037,INV3312917,Paid,5043,Standard
1472184466,96427314,2020-11-27,2020-11-29,Distributor,Invoiced,SKU932625,7.0,7.0,87697.42,0,613881.94,613881.94,67527.01,WH-10,VH-063,INV9745401,Unpaid,5064,Standard
7917906260,95528865,2023-10-14,2023-10-25,Online,On Hold,SKU936072,10.0,9.0,4197.34,0,41973.4,41973.4,4617.07,WH-13,VH-075,INV9894333,Paid,5060,Late delivery
6436932878,30810209,2020-04-01,2020-04-14,Marketplace,Partial,SKU739014,11.0,11.0,4673.66,5.0,51410.26,48839.75,5372.37,WH-15,VH-003,INV7756942,Unpaid,5055,Bulk order
4680363263,10883639,2024-12-17,2024-12-21,Direct Sales,Delivered,SKU593678,9.0,8.0,14891.98,0,134027.82,134027.82,14743.06,WH-15,VH-004,INV9505486,Unpaid,5048,Standard
7415300949,85302855,2022-05-23,2022-06-03,Marketplace,Delivered,SKU753949,1.0,1.0,67724.21,5.0,67724.21,64338.0,7077.18,WH-03,VH-017,INV7687141,Paid,5060,Price negotiated
5120384103,74666521,2023-01-01,2023-01-05,Direct Sales,Partial,SKU810051,36.0,31.0,23218.53,10.0,835867.08,752280.37,82750.84,WH-01,VH-065,INV6055299,Paid,5038,On time
6861000468,12990038,2024-07-26,2024-08-09,Distributor,Delivered,SKU563833,27.0,26.0,63130.6,0,1704526.2,1704526.2,187497.88,WH-10,VH-045,INV7361467,Paid,5077,Late delivery
4427564907,60693498,2020-04-04,2020-04-12,Walk-in,Delivered,SKU383859,6.0,5.0,98107.16,0,588642.96,588642.96,64750.73,WH-11,VH-061,INV2365378,Paid,5065,Promotional
3285789750,57742279,2024-06-29,2024-07-08,Direct Sales,Delivered,SKU727301,6.0,5.0,35172.65,0,211035.9,211035.9,23213.95,WH-05,VH-028,INV8822426,Paid,5005,Promotional
2346234044,71945181,2024-07-22,2024-07-31,Direct Sales,Delivered,SKU690751,1.0,1.0,20991.49,30.0,20991.49,14694.04,1616.34,WH-04,VH-062,INV8942297,Overdue,5044,Bulk order
9594545182,71630985,2024-04-28,2024-05-02,EDI,Delivered,SKU953828,2.0,2.0,3105.35,20.0,6210.7,4968.56,546.54,WH-14,VH-040,INV1656442,Disputed,5045,On time
3961019040,92221145,2022-10-29,2022-11-05,Direct Sales,Cancelled,SKU610101,14.0,13.0,5695.29,0,79734.06,79734.06,8770.75,WH-06,VH-051,INV5640042,Unpaid,5042,Rush order
3254818440,13674472,2020-03-29,2020-04-08,Walk-in,Partial,SKU839122,5.0,5.0,35237.16,0,176185.8,176185.8,19380.44,WH-05,VH-071,INV6929381,Overdue,5049,Bulk order
1458370132,40285583,2022-02-25,2022-03-07,Direct Sales,Delivered,SKU913144,14.0,14.0,37578.81,0,526103.34,526103.34,57871.37,WH-09,VH-009,INV2408885,Partial,5078,Back-order
9359982814,35511267,2023-11-22,2023-11-30,Distributor,Delivered,SKU855415,10.0,9.0,10147.3,0,101473.0,101473.0,11162.03,WH-05,VH-014,INV1886390,Paid,5056,Price negotiated
4406026324,99962733,2022-07-29,2022-08-10,Direct Sales,Delivered,SKU242323,2.0,2.0,48354.4,20.0,96708.8,77367.04,8510.37,WH-08,VH-074,INV2509795,Paid,5031,Back-order
6926683895,73210195,2024-06-02,2024-06-16,Direct Sales,Delivered,SKU756482,33.0,31.0,109578.95,5.0,3616105.35,3435300.08,377883.01,WH-15,VH-057,INV2489906,Paid,5079,On time
9608246547,84800656,2020-02-06,2020-02-18,Distributor,Delivered,SKU274490,19.0,17.0,51025.66,15.0,969487.54,824064.41,90647.09,WH-07,VH-009,INV3521890,Partial,5020,Price negotiated
6271628019,98466232,2023-07-14,2023-07-25,Distributor,Delivered,SKU792218,16.0,16.0,23881.56,0,382104.96,382104.96,42031.55,WH-08,VH-034,INV8933264,Paid,5067,Late delivery
8748710551,20586869,2023-06-29,2023-07-07,Direct Sales,Delivered,SKU380149,2.0,2.0,184687.9,0,369375.8,369375.8,40631.34,WH-03,VH-025,INV7637818,Paid,5014,Promotional
8346193925,69126540,2023-11-04,2023-11-09,Direct Sales,Partial,SKU713226,2.0,2.0,19556.34,0,39112.68,39112.68,4302.39,WH-13,VH-031,INV1719283,Paid,5015,Promotional
4982268530,56362780,2023-07-29,2023-08-08,Distributor,Delivered,SKU528789,3.0,3.0,49060.65,0,147181.95,147181.95,16190.01,WH-09,VH-064,INV4148605,Partial,5005,Back-order
2585618716,92665158,2024-02-20,2024-02-29,Distributor,Delivered,SKU785594,11.0,10.0,10861.44,0,119475.84,119475.84,13142.34,WH-10,VH-074,INV7885702,Paid,5072,Rush order
8791538205,37292386,2024-06-23,2024-06-25,Direct Sales,On Hold,SKU231656,20.0,19.0,296487.68,5.0,5929753.6,5633265.92,619659.25,WH-10,VH-007,INV1754940,Paid,5046,Promotional
9801790609,38642159,2020-06-04,2020-06-18,Online,Delivered,SKU451554,1.0,1.0,7056.27,0,7056.27,7056.27,776.19,WH-05,VH-022,INV4225243,Paid,5018,Complaint logged
5326648378,45523069,2023-12-17,2023-12-28,Direct Sales,Delivered,SKU192975,6.0,6.0,56422.74,0,338536.44,338536.44,37239.01,WH-06,VH-042,INV2543833,Unpaid,5036,Late delivery
6971873194,31469646,2020-04-19,2020-05-02,Online,Delivered,SKU537490,20.0,20.0,12276.18,5.0,245523.6,233247.42,25657.22,WH-07,VH-052,INV9721094,Paid,5058,Standard
3370239466,23594201,2024-10-29,2024-11-12,EDI,On Hold,SKU662156,6.0,6.0,47440.25,0,284641.5,284641.5,31310.56,WH-12,VH-040,INV7135566,Paid,5020,Promotional
2177062974,99944375,2023-07-05,2023-07-13,Distributor,Cancelled,SKU941622,10.0,9.0,6928.39,0,69283.9,69283.9,7621.23,WH-01,VH-015,INV8400979,Paid,5025,Back-order
4709488063,87376835,2022-08-03,2022-08-08,Telesales,Processing,SKU733263,3.0,3.0,125834.29,0,377502.87,377502.87,41525.32,WH-07,VH-027,INV5638885,Unpaid,5045,Late delivery
8221690667,86672530,2023-03-29,2023-04-07,Direct Sales,Delivered,SKU123385,7.0,6.0,49358.48,0,345509.36,345509.36,38006.03,WH-04,VH-048,INV5092374,Partial,5036,Promotional
7641297190,45349621,2020-01-23,2020-02-06,EDI,Delivered,SKU395922,3.0,3.0,16790.9,0,50372.7,50372.7,5541.0,WH-04,VH-032,INV8099393,Paid,5030,Standard
5567074374,68563520,2023-04-26,2023-05-03,Distributor,Delivered,SKU619489,19.0,18.0,14543.46,10.0,276325.74,248693.17,27356.25,WH-14,VH-007,INV5960198,Paid,5075,Standard
7431761825,56096871,2021-05-08,2021-05-18,Direct Sales,Processing,SKU413669,6.0,6.0,5643.04,0,33858.24,33858.24,3724.41,WH-01,VH-063,INV6500539,Paid,5044,Rush order
9894590438,30847822,2024-01-19,2024-01-23,Distributor,On Hold,SKU323525,22.0,21.0,8253.86,5.0,181584.92,172505.67,18975.62,WH-11,VH-047,INV7430765,Paid,5057,Price negotiated
6703608558,86429367,2021-02-04,2021-02-13,Marketplace,Cancelled,SKU543727,5.0,5.0,22761.78,30.0,113808.9,79666.23,8763.29,WH-14,VH-006,INV3015830,Paid,5061,Price negotiated
4720767249,77160729,2022-02-13,2022-02-25,Distributor,Delivered,SKU500137,8.0,7.0,14394.38,0,115155.04,115155.04,12667.05,WH-02,VH-074,INV1666737,Paid,5025,Complaint logged
5098912125,55885599,2023-05-27,2023-06-01,EDI,Processing,SKU530815,19.0,17.0,20428.29,0,388137.51,388137.51,42695.13,WH-05,VH-045,INV9056888,Paid,5060,Back-order
7072480310,37528338,2020-10-07,2020-10-08,Distributor,Delivered,SKU748622,3.0,3.0,8083.74,5.0,24251.22,23038.66,2534.25,WH-01,VH-034,INV1609577,Paid,5048,On time
7228213309,83950348,2022-02-27,2022-03-10,Direct Sales,Delivered,SKU969575,1.0,1.0,61376.05,0,61376.05,61376.05,6751.37,WH-11,VH-033,INV4051483,Paid,5043,Back-order
8151782781,71767474,2020-02-04,2020-02-08,Distributor,Invoiced,SKU688115,7.0,7.0,499139.34,5.0,3493975.38,3319276.61,365120.43,WH-12,VH-010,INV4024328,Unpaid,5045,Complaint logged
3872953712,15934154,2021-09-21,2021-09-25,Telesales,Delivered,SKU537028,14.0,12.0,47990.14,15.0,671861.96,571082.67,62819.09,WH-01,VH-057,INV7620262,Unpaid,5028,Credit hold
1008260020,98252180,2024-09-27,2024-09-30,Direct Sales,Delivered,SKU845534,9.0,9.0,14309.57,0,128786.13,128786.13,14166.47,WH-02,VH-051,INV6219813,Paid,5029,Complaint logged
3055808688,26381177,2020-08-18,2020-08-29,Telesales,Delivered,SKU140019,4.0,4.0,7925.78,0,31703.12,31703.12,3487.34,WH-10,VH-026,INV6263943,Partial,5057,On time
1445596077,50369834,2023-08-15,2023-08-17,Marketplace,Cancelled,SKU621537,8.0,7.0,6819.93,15.0,54559.44,46375.52,5101.31,WH-13,VH-045,INV9946810,Partial,5041,Late delivery
1201010842,72148557,2021-06-06,2021-06-20,Direct Sales,Processing,SKU546462,5.0,5.0,23644.18,0,118220.9,118220.9,13004.3,WH-13,VH-070,INV6665370,Paid,5007,Late delivery
4804461013,71945181,2020-02-24,2020-02-26,Direct Sales,Delivered,SKU744846,5.0,5.0,11879.58,5.0,59397.9,56428.0,6207.08,WH-02,VH-048,INV7001751,Unpaid,5074,On time
6435937277,66756340,2024-07-22,2024-08-04,EDI,Delivered,SKU283426,1.0,1.0,4796.75,0,4796.75,4796.75,527.64,WH-14,VH-003,INV1874065,Paid,5073,Credit hold
7202883669,99858395,2022-03-18,2022-03-24,Distributor,Processing,SKU478220,34.0,32.0,8016.4,0,272557.6,272557.6,29981.34,WH-10,VH-003,INV2006299,Overdue,5047,Complaint logged
5736489400,80385355,2022-05-09,2022-05-13,Direct Sales,Processing,SKU605475,3.0,3.0,5764.35,0,17293.05,17293.05,1902.24,WH-12,VH-076,INV9679313,Paid,5056,Late delivery
1745519177,12010974,2023-06-18,2023-07-02,Telesales,Delivered,SKU476925,3.0,3.0,149102.42,0,447307.26,447307.26,49203.8,WH-04,VH-013,INV9316238,Paid,5016,Credit hold
9305489635,91476252,2021-09-08,2021-09-21,Online,On Hold,SKU857192,28.0,25.0,1051.41,5.0,29439.48,27967.51,3076.43,WH-04,VH-066,INV4342555,Paid,5048,Credit hold
9389931578,57344043,2021-05-15,2021-05-24,Direct Sales,Delivered,SKU180303,10.0,10.0,14699.52,5.0,146995.2,139645.44,15361.0,WH-07,VH-016,INV2708422,Paid,5079,Credit hold
7219510826,81584398,2024-10-04,2024-10-13,Distributor,Delivered,SKU976206,2.0,2.0,38861.39,5.0,77722.78,73836.64,8122.03,WH-08,VH-003,INV2746632,Overdue,5070,On time
2866945393,79320117,2020-02-24,2020-03-05,Telesales,Delivered,SKU563974,5.0,4.0,31995.97,0,159979.85,159979.85,17597.78,WH-02,VH-006,INV1676625,Unpaid,5056,Standard
6663285871,64153025,2022-11-28,2022-12-12,Direct Sales,Cancelled,SKU270417,4.0,4.0,13706.35,15.0,54825.4,46601.59,5126.17,WH-07,VH-022,INV5225199,Paid,5017,Promotional
9800567949,52608022,2022-03-15,2022-03-19,Marketplace,Cancelled,SKU222518,7.0,7.0,28539.97,5.0,199779.79,189790.8,20876.99,WH-13,VH-042,INV6901516,Overdue,5047,Price negotiated
1556104802,61946639,2021-10-18,2021-10-19,EDI,Delivered,SKU996112,17.0,15.0,4025.41,0,68431.97,68431.97,7527.52,WH-10,VH-053,INV4951758,Unpaid,5031,Back-order
8157707165,51827442,2022-11-24,2022-12-08,Distributor,Cancelled,SKU590586,11.0,11.0,52212.4,0,574336.4,574336.4,63177.0,WH-05,VH-001,INV2636231,Paid,5019,On time
4708165910,82622483,2021-06-14,2021-06-28,Distributor,Cancelled,SKU770380,53.0,49.0,26051.96,0,1380753.88,1380753.88,151882.93,WH-13,VH-045,INV5958714,Unpaid,5008,Bulk order
8880044887,87376835,2023-03-28,2023-04-02,EDI,Delivered,SKU434302,14.0,13.0,10638.49,10.0,148938.86,134044.97,14744.95,WH-04,VH-040,INV6562842,Partial,5053,On time
7715535339,67573994,2021-06-10,2021-06-17,Direct Sales,Delivered,SKU938844,23.0,22.0,482478.05,0,11096995.15,11096995.15,1220669.47,WH-10,VH-006,INV5660424,Paid,5030,Rush order
8141406307,22459503,2022-10-11,2022-10-12,Direct Sales,Delivered,SKU636604,17.0,15.0,487005.37,5.0,8279091.29,7865136.73,865165.04,WH-09,VH-036,INV2980374,Paid,5023,Back-order
1363494893,46656750,2020-10-03,2020-10-09,Marketplace,Returned,SKU927481,1.0,1.0,28845.38,0,28845.38,28845.38,3172.99,WH-13,VH-055,INV4239108,Overdue,5001,Standard
5332998664,87802312,2023-07-24,2023-08-03,Marketplace,Returned,SKU735135,0.0,0,11702.81,0,0.0,0.0,0.0,WH-12,VH-066,INV8051686,Paid,5043,Back-order
8289955372,42157377,2022-11-29,2022-12-06,Online,Invoiced,SKU730961,4.0,4.0,39500.66,5.0,158002.64,150102.51,16511.28,WH-01,VH-063,INV1997505,Paid,5080,Late delivery
9345090643,51637060,2021-07-21,2021-07-29,Direct Sales,Cancelled,SKU592121,8.0,7.0,205.22,0,1641.76,1641.76,180.59,WH-15,VH-079,INV9257041,Paid,5064,Back-order
3004282455,85150857,2021-03-06,2021-03-12,Online,Delivered,SKU620282,18.0,17.0,285315.06,10.0,5135671.08,4622103.97,508431.44,WH-10,VH-010,INV1338670,Paid,5026,Late delivery
3885269149,65620760,2023-08-02,2023-08-15,Online,Delivered,SKU540429,1.0,1.0,2706.57,5.0,2706.57,2571.24,282.84,WH-02,VH-043,INV2200718,Paid,5041,Promotional
1962816199,78396986,2020-10-02,2020-10-09,Walk-in,Partial,SKU782164,4.0,4.0,79276.38,5.0,317105.52,301250.24,33137.53,WH-04,VH-055,INV4807088,Paid,5007,Bulk order
5125978865,47224726,2021-04-30,2021-05-10,Distributor,Delivered,SKU535470,10.0,10.0,26617.02,0,266170.2,266170.2,29278.72,WH-12,VH-009,INV1096082,Paid,5030,Back-order
1839063588,38530085,2023-05-16,2023-05-24,Distributor,Returned,SKU228827,5.0,5.0,10707.36,0,53536.8,53536.8,5889.05,WH-05,VH-071,INV8996574,Overdue,5010,Complaint logged
2955169346,76402132,2021-05-13,2021-05-18,Distributor,On Hold,SKU383277,10.0,9.0,2647.03,0,26470.3,26470.3,2911.73,WH-07,VH-043,INV3885997,Partial,5010,Rush order
9952429076,55094817,2024-06-10,2024-06-22,Online,Delivered,SKU825554,8.0,8.0,119457.7,5.0,955661.6,907878.52,99866.64,WH-04,VH-031,INV8600289,Paid,5016,On time
3320912491,31026810,2024-05-10,2024-05-24,Online,Delivered,SKU100076,7.0,7.0,36634.75,0,256443.25,256443.25,28208.76,WH-11,VH-034,INV2921984,Paid,5026,Complaint logged
8558261674,66037018,2020-06-09,2020-06-11,Direct Sales,Delivered,SKU924263,58.0,55.0,4121.35,10.0,239038.3,215134.47,23664.79,WH-07,VH-058,INV9470540,Paid,5062,Price negotiated
5801284658,85981516,2022-10-27,2022-10-28,Distributor,Delivered,SKU723585,28.0,24.0,28674.14,0,802875.92,802875.92,88316.35,WH-09,VH-050,INV8497957,Unpaid,5073,Late delivery
3843162571,29085070,2023-11-04,2023-11-16,Online,Processing,SKU319688,3.0,3.0,2406.31,0,7218.93,7218.93,794.08,WH-08,VH-055,INV8655074,Unpaid,5015,Standard
4000061035,51998616,2020-01-18,2020-01-20,Online,Processing,SKU623579,6.0,6.0,91672.95,0,550037.7,550037.7,60504.15,WH-15,VH-052,INV1055532,Paid,5060,Credit hold
8937782480,33369067,2024-11-19,2024-11-24,Online,On Hold,SKU794560,16.0,15.0,18466.96,0,295471.36,295471.36,32501.85,WH-07,VH-071,INV7725460,Paid,5009,Credit hold
5434899027,35340577,2021-05-09,2021-05-12,Distributor,Processing,SKU200764,22.0,21.0,1473.97,5.0,32427.34,30805.97,3388.66,WH-02,VH-075,INV5245498,Paid,5018,Late delivery
7438381187,22524191,2020-06-02,2020-06-13,Online,Partial,SKU199264,15.0,15.0,24802.31,0,372034.65,372034.65,40923.81,WH-14,VH-057,INV1942586,Overdue,5073,Price negotiated
2447310274,12518508,2021-05-29,2021-06-08,Direct Sales,Cancelled,SKU185124,3.0,3.0,4890.65,0,14671.95,14671.95,1613.91,WH-14,VH-032,INV2893969,Unpaid,5025,Price negotiated
2385108829,85479879,2020-09-11,2020-09-25,EDI,Delivered,SKU319693,11.0,9.0,20960.75,5.0,230568.25,219039.84,24094.38,WH-08,VH-013,INV9174337,Paid,5051,Bulk order
3538619510,66689720,2022-11-23,2022-12-05,Telesales,Processing,SKU508664,2.0,2.0,103815.59,0,207631.18,207631.18,22839.43,WH-12,VH-006,INV4056274,Disputed,5052,Bulk order
