cow_id,rfid_tag,breed,date_of_birth,acquisition_date,farm_code,region,health_status,feed_program,weight_kg,lactation_number,avg_daily_yield_liters,is_pregnant,vaccination_status,last_vet_check,milk_fat_pct,milk_protein_pct,somatic_cell_count,is_active,notes
1058272,RF213063782,Jersey,2020-11-24,2024-09-15,FARM-036,North Sumatra,Excellent,Concentrate Rich,389.5,4,18.8,No,Up-to-date,2023-03-20,4.07,4.07,777800,Yes,Low yield alert
5154272,RF152746718,Brown Swiss,2013-05-08,2016-03-17,FARM-037,East Java,Good,Standard Mix,386.6,1,23.91,No,Up-to-date,2023-05-02,5.1,3.57,74243,Yes,Excellent genetics
5547499,RF164806001,Holstein,2021-04-20,2023-11-08,FARM-005,North Sumatra,Good,Pasture-Fed,560.1,3,23.87,No,Up-to-date,2024-01-12,5.64,3.36,663583,Yes,None
6530541,RF626320038,Jersey,2013-03-08,2016-09-20,FARM-035,East Java,Excellent,Pasture-Fed,501.6,1,13.6,No,Up-to-date,2024-12-15,3.86,4.05,481303,Yes,Recovering
9774573,RF306174850,Guernsey,2019-05-22,2020-06-10,FARM-007,Aceh,Under Treatment,Concentrate Rich,442.2,2,19.55,Yes,Up-to-date,2024-01-30,4.66,3.66,753612,Yes,Excellent genetics
4171246,RF979524588,Holstein,2015-11-10,2018-12-09,FARM-023,East Java,Excellent,Standard Mix,498.8,1,33.66,No,Up-to-date,2024-10-02,3.58,3.83,710744,No,Monitor closely
4236786,RF303044535,Ayrshire,2014-06-24,2017-11-18,FARM-003,West Java,Excellent,Standard Mix,409.8,4,12.68,No,Partial,2023-02-22,3.91,3.6,783084,Yes,Low yield alert
7054838,RF709710859,Milking Shorthorn,2016-09-26,2018-01-14,FARM-023,West Java,Good,Premium Silage,514.8,6,25.09,Yes,Up-to-date,2024-01-04,3.72,3.8,185702,Yes,Monitor closely
9479670,RF795247474,Jersey,2020-12-09,2021-08-28,FARM-001,Central Java,Good,Standard Mix,406.9,2,30.13,Yes,Up-to-date,2024-11-13,3.83,3.89,442681,No,Low yield alert
9709047,RF980981231,Ayrshire,2012-09-05,2016-01-05,FARM-009,East Java,Good,Concentrate Rich,431.5,3,25.06,No,Up-to-date,2024-08-15,4.99,3.48,662194,Yes,Recovering
2663938,RF327870243,Ayrshire,2020-01-28,2024-01-16,FARM-029,Yogyakarta,Good,Pasture-Fed,405.5,5,24.88,Yes,Overdue,2024-04-03,3.58,3.03,606424,No,Excellent genetics
1517059,RF624210691,Montbéliarde,2019-12-19,2021-05-27,FARM-001,Bali,Poor,Standard Mix,384.0,3,10.75,Yes,Up-to-date,2024-11-14,3.64,3.84,769449,Yes,High performer
4728326,RF971073186,Holstein,2015-03-07,2017-01-24,FARM-010,West Java,Poor,Pasture-Fed,605.8,5,32.58,No,Overdue,2023-02-06,3.29,3.06,407224,Yes,Low yield alert
1844744,RF842840112,Holstein,2020-03-23,2022-03-12,FARM-033,North Sumatra,Poor,Premium Silage,527.8,1,25.05,No,Up-to-date,2024-04-12,3.47,3.95,627477,Yes,None
5547530,RF241754772,Montbéliarde,2015-09-15,2020-05-20,FARM-032,Yogyakarta,Good,Organic Blend,327.2,2,22.19,No,Up-to-date,2024-01-13,5.8,2.94,567186,Yes,Excellent genetics
3941912,RF267769938,Ayrshire,2019-08-16,2024-01-18,FARM-011,West Java,Fair,Standard Mix,458.1,2,14.16,No,Up-to-date,2023-12-09,3.22,3.37,534184,Yes,Low yield alert
4269606,RF960152488,Holstein,2021-06-16,2024-09-02,FARM-020,South Sulawesi,Under Treatment,Standard Mix,481.0,2,30.49,No,Partial,2023-10-04,4.1,2.92,503992,Yes,None
9807400,RF212838760,Guernsey,2013-10-04,2018-09-27,FARM-007,Yogyakarta,Excellent,Standard Mix,423.9,4,29.46,No,Up-to-date,2024-02-14,4.79,4.08,220905,Yes,Monitor closely
5842475,RF507678023,Jersey,2013-01-13,2015-08-22,FARM-013,West Java,Good,Concentrate Rich,395.2,2,19.66,No,Up-to-date,2023-09-21,3.76,3.62,361530,Yes,High performer
3515949,RF968086875,Brown Swiss,2020-12-10,2023-11-17,FARM-026,Bali,Fair,Standard Mix,572.9,4,17.31,No,Overdue,2024-04-13,5.56,2.99,565980,Yes,None
5613105,RF386923046,Jersey,2017-11-19,2023-03-17,FARM-025,West Java,Excellent,Standard Mix,437.5,2,18.57,Yes,Up-to-date,2023-03-17,4.7,2.91,507537,Yes,Monitor closely
6596150,RF206581213,Holstein,2015-02-27,2019-07-26,FARM-018,West Java,Good,Concentrate Rich,697.9,3,27.67,No,Partial,2024-11-10,4.19,3.24,188280,Yes,None
1582647,RF596384964,Holstein,2017-07-18,2018-05-11,FARM-008,North Sumatra,Excellent,Standard Mix,509.4,4,30.42,Yes,Up-to-date,2024-11-14,5.54,3.73,646525,Yes,Monitor closely
9283126,RF412227408,Jersey,2015-07-12,2019-12-01,FARM-004,Bali,Excellent,Organic Blend,485.3,4,26.57,No,Up-to-date,2023-06-16,3.89,3.17,718119,Yes,Low yield alert
1451577,RF616565289,Holstein,2020-01-03,2024-05-21,FARM-006,North Sumatra,Excellent,Premium Silage,528.9,2,31.04,No,Up-to-date,2023-08-01,3.83,4.11,568087,Yes,Excellent genetics
1484348,RF594546535,Jersey,2018-11-13,2023-05-10,FARM-023,Central Java,Good,Standard Mix,455.8,2,9.61,No,Partial,2023-09-19,5.71,3.8,280414,Yes,Excellent genetics
9446974,RF112991829,Milking Shorthorn,2013-02-26,2015-11-07,FARM-014,West Java,Fair,Premium Silage,284.0,4,22.69,No,Overdue,2023-12-28,3.72,2.99,762605,Yes,High performer
2074176,RF714388778,Holstein,2019-10-02,2023-10-20,FARM-033,West Java,Poor,Premium Silage,556.1,2,28.75,Yes,Overdue,2023-04-13,5.19,4.14,251223,Yes,None
9184838,RF343631821,Jersey,2020-07-24,2022-09-11,FARM-031,Central Java,Excellent,Standard Mix,415.7,1,18.25,No,Up-to-date,2024-04-14,5.78,3.1,317949,Yes,Excellent genetics
5875279,RF327273185,Holstein,2012-07-21,2015-11-02,FARM-021,Central Java,Under Treatment,Premium Silage,538.8,6,26.53,No,Partial,2023-02-08,3.53,3.78,362830,Yes,Low yield alert
7087698,RF102769898,Brown Swiss,2013-09-03,2018-01-09,FARM-013,Aceh,Excellent,Concentrate Rich,400.2,3,13.84,No,Up-to-date,2023-12-11,5.57,3.3,694051,Yes,Low yield alert
2369112,RF219411042,Ayrshire,2016-02-17,2019-10-27,FARM-028,Central Java,Good,Concentrate Rich,469.4,5,26.96,No,Up-to-date,2024-07-12,3.42,3.7,50302,Yes,Excellent genetics
5613144,RF176022486,Holstein,2012-06-30,2016-09-30,FARM-019,Central Java,Fair,Hay-Based,588.2,3,29.01,Yes,Up-to-date,2023-03-14,4.9,3.27,376683,Yes,Excellent genetics
4466272,RF538537428,Holstein,2013-05-09,2018-10-01,FARM-036,East Java,Excellent,Premium Silage,451.1,5,34.78,No,Up-to-date,2023-06-27,3.52,3.09,319928,Yes,Monitor closely
3483236,RF313494742,Guernsey,2016-01-24,2018-05-20,FARM-007,West Java,Excellent,Concentrate Rich,411.1,3,23.19,No,Partial,2023-07-09,4.01,3.16,748737,Yes,Low yield alert
7251562,RF504952088,Brown Swiss,2016-05-09,2017-07-25,FARM-012,West Java,Excellent,Standard Mix,518.1,1,22.32,No,Up-to-date,2024-01-29,3.21,3.98,355599,Yes,None
5449324,RF402132368,Holstein,2019-10-19,2021-01-09,FARM-017,South Sulawesi,Good,Hay-Based,523.5,4,21.64,No,Up-to-date,2024-05-06,3.97,2.95,261894,Yes,Monitor closely
5580400,RF395620625,Holstein,2016-02-22,2017-12-15,FARM-005,North Sumatra,Good,Organic Blend,511.2,3,38.44,No,Up-to-date,2023-12-25,4.2,3.55,402431,No,High performer
6170227,RF968955536,Holstein,2017-09-22,2022-05-10,FARM-025,West Java,Excellent,Pasture-Fed,418.7,2,27.73,No,Up-to-date,2024-09-16,3.21,3.27,552573,Yes,None
9610869,RF833092887,Jersey,2019-11-17,2024-07-03,FARM-034,Central Java,Under Treatment,Standard Mix,462.7,2,22.64,No,Up-to-date,2023-04-11,5.57,3.1,681085,Yes,Low yield alert
9381494,RF430436496,Jersey,2014-01-01,2018-05-12,FARM-032,West Java,Good,Premium Silage,411.5,1,14.68,Yes,Overdue,2024-01-03,4.78,3.92,250076,No,Monitor closely
2598523,RF929177919,Holstein,2018-05-23,2020-05-03,FARM-010,South Sulawesi,Good,Organic Blend,648.5,2,32.5,No,Partial,2024-01-12,5.13,3.86,450488,Yes,None
1287807,RF512960291,Guernsey,2013-12-20,2017-07-29,FARM-018,East Java,Excellent,Standard Mix,462.8,2,9.26,No,Partial,2024-09-24,5.4,3.91,331162,Yes,High performer
9971338,RF331153399,Milking Shorthorn,2013-06-19,2015-04-04,FARM-038,West Java,Fair,Hay-Based,470.3,4,14.99,No,Overdue,2024-02-03,3.27,3.78,492788,Yes,Low yield alert
1484433,RF849801519,Guernsey,2013-08-27,2015-06-09,FARM-033,Yogyakarta,Good,Standard Mix,395.5,3,15.15,Yes,Up-to-date,2024-11-27,5.05,2.82,251435,Yes,Low yield alert
6170258,RF725451641,Milking Shorthorn,2019-02-16,2024-04-28,FARM-012,East Java,Fair,Concentrate Rich,394.2,2,23.93,No,Up-to-date,2024-10-08,3.66,3.7,359161,Yes,High performer
5449368,RF880592075,Montbéliarde,2017-10-29,2022-12-30,FARM-023,East Java,Under Treatment,Premium Silage,432.2,1,13.54,No,Up-to-date,2023-08-21,4.24,3.23,517059,Yes,Excellent genetics
3942041,RF930447223,Jersey,2013-01-30,2014-03-30,FARM-008,Bali,Good,Hay-Based,416.4,6,20.97,No,Partial,2023-04-01,4.98,3.9,165622,Yes,Monitor closely
6399642,RF381720413,Brown Swiss,2015-12-16,2019-04-27,FARM-011,South Sulawesi,Under Treatment,Hay-Based,390.4,1,17.98,No,Up-to-date,2024-01-05,4.05,4.11,234294,No,Excellent genetics
8103580,RF428352625,Holstein,2018-05-04,2020-12-02,FARM-020,North Sumatra,Poor,Pasture-Fed,386.4,1,35.18,No,Overdue,2024-02-05,4.09,3.99,278268,Yes,Recovering
2696860,RF232205502,Jersey,2012-04-06,2014-06-15,FARM-011,Central Java,Good,Organic Blend,491.7,4,21.93,Yes,Partial,2023-01-08,5.61,3.11,436011,Yes,Monitor closely
1189536,RF189080923,Guernsey,2020-08-22,2024-08-04,FARM-040,Bali,Under Treatment,Hay-Based,422.4,2,27.32,No,Up-to-date,2023-09-28,4.17,3.17,433805,Yes,Excellent genetics
9479842,RF710210626,Holstein,2017-03-23,2018-09-09,FARM-040,East Java,Good,Standard Mix,490.2,4,20.7,No,Up-to-date,2023-06-23,4.76,3.66,556041,Yes,Monitor closely
9086630,RF437526464,Jersey,2016-02-03,2020-02-13,FARM-019,West Java,Fair,Standard Mix,516.2,3,14.42,No,Up-to-date,2024-04-08,5.63,3.98,655894,Yes,Excellent genetics
4105895,RF800024131,Guernsey,2017-08-26,2021-10-29,FARM-024,Yogyakarta,Good,Standard Mix,455.5,3,16.99,No,Up-to-date,2023-08-09,3.58,2.87,706842,Yes,None
5809835,RF953522632,Ayrshire,2018-10-28,2024-02-19,FARM-028,West Java,Good,Standard Mix,518.7,6,14.19,No,Up-to-date,2024-02-28,3.53,4.03,774277,Yes,Recovering
4007598,RF154660013,Jersey,2015-01-10,2019-12-25,FARM-016,Yogyakarta,Excellent,Standard Mix,432.2,2,10.79,No,Up-to-date,2024-11-14,5.03,2.98,706890,Yes,None
8758960,RF343073644,Holstein,2019-08-20,2022-09-07,FARM-005,East Java,Good,Standard Mix,543.4,3,28.84,No,Up-to-date,2024-06-10,4.86,3.35,179131,Yes,Recovering
3843767,RF918786785,Jersey,2015-01-21,2020-07-08,FARM-024,North Sumatra,Poor,Organic Blend,411.9,1,21.56,No,Up-to-date,2023-08-30,4.17,3.47,667476,Yes,Low yield alert
9184951,RF121794113,Jersey,2020-05-26,2024-10-10,FARM-039,East Java,Good,Pasture-Fed,444.7,2,32.83,No,Up-to-date,2024-12-09,4.43,4.19,721230,Yes,High performer
6268604,RF452842227,Holstein,2014-07-25,2019-07-17,FARM-022,West Java,Fair,Hay-Based,616.4,2,35.93,No,Partial,2024-07-27,5.3,3.82,106447,Yes,Excellent genetics
9807554,RF345219297,Holstein,2012-09-18,2013-11-06,FARM-039,Central Java,Excellent,Concentrate Rich,542.4,1,20.76,No,Up-to-date,2024-12-04,5.38,2.97,183605,Yes,Monitor closely
1910467,RF131303178,Ayrshire,2014-12-12,2017-04-10,FARM-031,Bali,Poor,Concentrate Rich,358.9,1,22.55,No,Partial,2024-01-28,4.2,3.45,739204,Yes,None
6923972,RF864004597,Holstein,2016-04-22,2021-01-27,FARM-027,Central Java,Good,Premium Silage,652.1,1,22.34,Yes,Up-to-date,2023-10-10,3.26,3.78,151980,Yes,Low yield alert
9348805,RF706830215,Jersey,2015-02-22,2015-11-12,FARM-013,Central Java,Excellent,Premium Silage,499.1,1,21.78,Yes,Up-to-date,2023-04-22,4.11,3.74,213896,Yes,Low yield alert
1812172,RF984376194,Holstein,2019-12-15,2020-11-23,FARM-007,West Java,Fair,Organic Blend,608.6,5,37.03,No,Up-to-date,2024-07-06,5.01,3.26,716938,Yes,Monitor closely
8857296,RF637517078,Brown Swiss,2018-01-07,2019-08-29,FARM-035,Central Java,Excellent,Pasture-Fed,411.1,4,24.89,No,Partial,2023-10-02,4.05,3.37,709908,Yes,Recovering
3286742,RF814990716,Brown Swiss,2012-07-30,2016-06-22,FARM-038,Central Java,Good,Premium Silage,382.4,5,15.75,No,Up-to-date,2023-09-16,5.46,3.95,729755,Yes,Excellent genetics
3909338,RF588092240,Holstein,2014-11-10,2018-10-23,FARM-033,Central Java,Good,Hay-Based,501.5,2,26.54,No,Up-to-date,2023-08-28,3.35,3.94,547333,Yes,High performer
5580506,RF260557611,Brown Swiss,2019-05-09,2022-01-03,FARM-036,Central Java,Fair,Pasture-Fed,473.6,5,38.06,No,Up-to-date,2024-09-22,5.8,2.84,126239,Yes,Excellent genetics
7448284,RF159082448,Jersey,2019-12-25,2023-11-03,FARM-008,West Java,Excellent,Premium Silage,362.2,3,20.2,No,Up-to-date,2024-12-15,5.25,3.16,291489,Yes,Low yield alert
7907041,RF169041608,Jersey,2013-07-03,2015-12-14,FARM-037,Yogyakarta,Good,Pasture-Fed,407.9,1,30.83,Yes,Up-to-date,2024-01-06,5.09,3.75,188261,Yes,Excellent genetics
9381604,RF285352831,Holstein,2019-03-05,2020-05-29,FARM-001,North Sumatra,Excellent,Pasture-Fed,607.3,2,35.68,No,Up-to-date,2024-04-27,4.87,3.22,161999,Yes,Recovering
9840363,RF947224319,Holstein,2016-12-28,2018-05-31,FARM-038,Aceh,Good,Premium Silage,681.1,3,22.35,No,Up-to-date,2023-12-30,3.95,3.58,97085,Yes,Recovering
1713900,RF734437320,Jersey,2014-04-02,2015-07-19,FARM-039,Yogyakarta,Excellent,Pasture-Fed,388.3,5,29.12,No,Up-to-date,2023-01-10,5.26,3.95,384523,Yes,Monitor closely
6891254,RF454547536,Montbéliarde,2020-10-10,2023-10-26,FARM-035,Central Java,Good,Standard Mix,408.0,2,23.0,Yes,Up-to-date,2023-10-08,3.3,2.83,327667,No,Recovering
6072059,RF994516490,Jersey,2021-10-07,2024-08-22,FARM-034,East Java,Excellent,Organic Blend,451.8,1,13.26,No,Up-to-date,2023-02-18,4.34,4.0,764776,Yes,Low yield alert
3876606,RF834354186,Milking Shorthorn,2020-08-06,2024-04-30,FARM-030,Aceh,Excellent,Premium Silage,411.2,5,13.09,Yes,Up-to-date,2024-04-24,4.26,3.8,476216,Yes,Monitor closely
7022335,RF979076127,Holstein,2013-06-20,2018-09-02,FARM-032,Bali,Excellent,Hay-Based,559.3,2,27.04,Yes,Overdue,2024-05-22,5.38,3.09,79837,Yes,None
5383935,RF568008148,Jersey,2013-09-30,2014-11-21,FARM-012,East Java,Good,Standard Mix,406.5,4,30.55,No,Up-to-date,2024-05-04,3.8,3.04,641162,Yes,Low yield alert
9283332,RF523194593,Holstein,2021-01-22,2023-01-15,FARM-001,Yogyakarta,Good,Pasture-Fed,500.4,3,27.7,No,Up-to-date,2024-08-11,4.06,3.51,684789,Yes,Monitor closely
9479950,RF887872958,Guernsey,2013-08-19,2014-07-09,FARM-003,South Sulawesi,Excellent,Premium Silage,390.0,3,21.39,No,Partial,2023-11-03,5.69,3.54,413137,Yes,High performer
6596369,RF432031088,Holstein,2020-05-22,2020-12-16,FARM-019,Aceh,Excellent,Pasture-Fed,668.1,2,27.49,Yes,Overdue,2024-01-31,5.2,3.2,149842,Yes,None
8627990,RF573174324,Holstein,2012-09-12,2014-06-06,FARM-018,Bali,Excellent,Hay-Based,664.0,3,27.57,Yes,Overdue,2024-11-20,4.23,3.32,756983,Yes,None
3155739,RF241485394,Jersey,2019-10-12,2024-12-07,FARM-036,Yogyakarta,Excellent,Standard Mix,426.2,2,19.53,No,Up-to-date,2023-01-12,4.34,3.0,207670,No,Recovering
8464156,RF595996808,Holstein,2015-09-11,2017-07-03,FARM-010,West Java,Fair,Standard Mix,526.2,4,33.05,No,Up-to-date,2024-03-31,3.79,3.67,597427,Yes,Recovering
9578269,RF696404805,Ayrshire,2012-09-11,2013-09-08,FARM-021,Bali,Good,Hay-Based,446.1,4,24.63,No,Up-to-date,2024-03-23,5.53,3.9,662944,Yes,None
5351203,RF199579580,Holstein,2013-08-08,2016-07-26,FARM-031,West Java,Good,Premium Silage,523.5,3,29.66,No,Up-to-date,2024-12-16,5.05,3.92,197133,No,None
5154597,RF183998131,Holstein,2020-08-27,2023-08-07,FARM-016,West Java,Good,Organic Blend,592.7,3,26.46,No,Overdue,2023-08-02,3.86,4.03,289199,Yes,None
7907115,RF499425712,Normande,2015-05-28,2019-09-17,FARM-026,East Java,Good,Standard Mix,452.3,1,17.92,No,Overdue,2024-11-23,3.82,3.28,134178,No,Recovering
2729778,RF199161119,Holstein,2019-10-09,2022-05-24,FARM-002,North Sumatra,Excellent,Pasture-Fed,612.3,2,26.98,No,Overdue,2024-08-09,4.1,3.51,121365,Yes,None
5449526,RF307207732,Holstein,2017-12-07,2021-11-10,FARM-028,Aceh,Fair,Standard Mix,489.9,1,26.24,Yes,Up-to-date,2023-03-15,4.66,3.58,109687,No,Recovering
4400953,RF405916433,Guernsey,2015-05-17,2020-01-31,FARM-011,Bali,Good,Hay-Based,454.7,2,24.06,No,Partial,2024-06-22,5.71,3.75,186768,Yes,High performer
1910586,RF357841102,Holstein,2021-02-18,2022-07-10,FARM-014,East Java,Excellent,Premium Silage,481.3,1,23.97,No,Overdue,2024-10-27,3.62,4.1,580187,Yes,Excellent genetics
4630331,RF567791496,Normande,2020-10-09,2023-04-11,FARM-019,Yogyakarta,Excellent,Organic Blend,363.3,1,19.74,No,Up-to-date,2024-05-05,3.53,3.88,688608,No,Low yield alert
1615675,RF354085292,Jersey,2012-01-26,2013-08-23,FARM-002,South Sulawesi,Good,Concentrate Rich,453.3,2,19.38,Yes,Up-to-date,2023-06-09,5.06,2.99,442666,Yes,Excellent genetics
2500416,RF176333814,Brown Swiss,2019-12-03,2021-11-05,FARM-017,West Java,Excellent,Standard Mix,531.2,1,14.56,Yes,Up-to-date,2023-11-19,4.57,3.4,163818,Yes,Low yield alert
8333124,RF344038709,Holstein,2014-02-16,2018-04-12,FARM-007,West Java,Good,Hay-Based,624.7,2,36.63,No,Partial,2024-12-14,5.76,3.96,542173,Yes,Excellent genetics
4466502,RF497748167,Holstein,2012-08-09,2015-12-19,FARM-012,Bali,Excellent,Concentrate Rich,516.7,6,35.74,Yes,Up-to-date,2023-01-31,5.66,3.57,744829,Yes,Excellent genetics
9742158,RF983751104,Jersey,2017-05-28,2021-03-05,FARM-005,West Java,Fair,Hay-Based,508.3,5,21.83,No,Up-to-date,2024-03-08,5.34,2.83,68748,Yes,Excellent genetics
8955730,RF226951241,Jersey,2013-09-19,2017-05-11,FARM-035,West Java,Excellent,Concentrate Rich,368.9,3,16.94,No,Up-to-date,2024-06-15,4.3,4.18,310199,No,High performer
1386324,RF585236665,Jersey,2017-09-01,2022-03-09,FARM-032,Yogyakarta,Fair,Standard Mix,381.1,2,5.2,Yes,Up-to-date,2024-05-21,4.68,3.05,347488,Yes,High performer
8169304,RF874860239,Guernsey,2013-10-11,2015-05-22,FARM-025,Central Java,Excellent,Hay-Based,397.8,5,5.76,No,Up-to-date,2024-12-03,5.21,2.84,202289,Yes,Recovering
2533209,RF787697732,Montbéliarde,2016-03-06,2018-02-07,FARM-017,East Java,Good,Premium Silage,370.5,4,30.29,No,Up-to-date,2024-07-17,5.22,3.94,471173,Yes,Low yield alert
1550170,RF502855293,Holstein,2018-10-21,2023-07-11,FARM-027,Yogyakarta,Fair,Premium Silage,614.2,5,21.39,Yes,Up-to-date,2023-10-05,4.6,3.15,406918,No,High performer
1353566,RF285067517,Jersey,2014-09-16,2017-07-24,FARM-027,West Java,Excellent,Hay-Based,357.2,4,24.0,Yes,Up-to-date,2023-03-15,5.6,3.3,671950,Yes,None
2565985,RF728470600,Holstein,2019-11-22,2022-01-06,FARM-004,East Java,Good,Pasture-Fed,613.7,2,22.81,No,Up-to-date,2024-05-09,3.31,2.96,319311,Yes,Monitor closely
3778404,RF548603178,Holstein,2013-11-14,2018-01-21,FARM-001,Central Java,Good,Standard Mix,467.9,3,36.74,No,Up-to-date,2024-08-24,5.23,4.17,74000,Yes,High performer
5089126,RF408943009,Jersey,2015-03-28,2016-12-06,FARM-035,Yogyakarta,Fair,Standard Mix,501.4,4,19.2,No,Up-to-date,2024-05-22,3.94,3.42,381580,Yes,Excellent genetics
9840487,RF782172896,Guernsey,2013-06-16,2016-05-16,FARM-003,South Sulawesi,Good,Standard Mix,377.6,4,13.86,No,Up-to-date,2023-02-18,3.77,3.3,695736,Yes,None
6793064,RF419377669,Holstein,2017-03-20,2020-05-02,FARM-001,East Java,Good,Premium Silage,537.1,2,31.31,No,Overdue,2023-04-23,5.01,3.74,259188,Yes,High performer
3057514,RF834748262,Ayrshire,2021-09-09,2023-06-16,FARM-032,Yogyakarta,Good,Standard Mix,436.0,6,17.36,Yes,Up-to-date,2024-06-02,4.13,3.84,71231,Yes,Recovering
1976175,RF263391803,Guernsey,2013-05-23,2018-07-08,FARM-025,West Java,Excellent,Pasture-Fed,314.3,1,19.72,Yes,Overdue,2024-06-16,5.41,3.68,402773,Yes,Excellent genetics
7382895,RF244367301,Holstein,2019-09-17,2023-04-11,FARM-002,Bali,Excellent,Organic Blend,572.9,1,37.36,No,Up-to-date,2024-04-26,3.63,3.12,368151,Yes,Excellent genetics
5613428,RF216041708,Holstein,2018-02-13,2019-02-16,FARM-036,South Sulawesi,Fair,Hay-Based,456.0,2,26.34,Yes,Up-to-date,2023-12-31,5.68,3.91,158263,Yes,None
7186297,RF545552363,Jersey,2018-08-13,2020-08-16,FARM-015,Central Java,Fair,Standard Mix,417.8,4,17.45,Yes,Up-to-date,2023-04-17,4.58,3.77,604354,Yes,Excellent genetics
6072192,RF406613362,Holstein,2020-07-06,2022-02-09,FARM-022,East Java,Good,Hay-Based,525.2,2,37.31,No,Up-to-date,2023-09-28,5.64,3.84,674389,No,None
8038277,RF366041555,Guernsey,2021-10-27,2024-03-29,FARM-013,Central Java,Good,Hay-Based,433.8,3,21.94,No,Up-to-date,2023-10-04,5.64,3.87,280084,Yes,Excellent genetics
7808902,RF210590768,Jersey,2019-08-31,2023-06-22,FARM-017,North Sumatra,Good,Pasture-Fed,412.3,3,23.69,No,Up-to-date,2023-08-10,4.23,3.07,305377,Yes,None
6236039,RF379209636,Holstein,2016-06-20,2018-04-27,FARM-033,Central Java,Fair,Standard Mix,580.1,3,19.97,Yes,Up-to-date,2024-12-02,4.75,3.48,779866,Yes,High performer
8988550,RF808149286,Guernsey,2017-02-23,2019-12-04,FARM-025,Yogyakarta,Good,Concentrate Rich,388.7,1,12.84,No,Up-to-date,2024-07-04,4.95,3.07,719279,Yes,Low yield alert
6334342,RF890253720,Jersey,2021-07-21,2024-10-24,FARM-035,South Sulawesi,Good,Concentrate Rich,354.3,3,18.57,No,Partial,2024-08-13,4.53,3.13,783533,Yes,None
2860938,RF105864113,Holstein,2021-11-12,2022-05-24,FARM-033,Bali,Excellent,Standard Mix,568.0,4,25.83,No,Overdue,2024-12-24,4.18,3.89,555203,Yes,High performer
7415688,RF791926148,Guernsey,2015-08-09,2018-05-27,FARM-022,West Java,Good,Standard Mix,392.9,1,19.48,No,Overdue,2024-11-07,3.95,4.02,62070,Yes,High performer
2140044,RF712326485,Holstein,2018-06-25,2020-10-30,FARM-010,West Java,Fair,Standard Mix,551.5,2,30.61,No,Partial,2023-10-31,5.45,3.99,348086,Yes,Excellent genetics
5056398,RF291252677,Holstein,2019-05-25,2022-10-08,FARM-018,East Java,Good,Concentrate Rich,514.4,1,32.7,No,Overdue,2024-08-08,4.25,3.88,381891,Yes,Excellent genetics
1681298,RF262157415,Holstein,2019-09-15,2022-01-31,FARM-001,East Java,Excellent,Concentrate Rich,525.8,2,29.31,No,Up-to-date,2024-10-10,5.62,3.26,55766,Yes,Monitor closely
8595349,RF840623443,Jersey,2013-09-06,2015-09-07,FARM-006,West Java,Fair,Concentrate Rich,548.1,1,25.51,No,Overdue,2023-01-18,3.35,3.55,60774,Yes,Recovering
1320859,RF493224462,Jersey,2015-02-11,2016-06-08,FARM-003,Central Java,Good,Premium Silage,414.1,1,24.55,No,Overdue,2023-02-08,4.99,3.82,189866,Yes,High performer
3385244,RF208463986,Ayrshire,2014-12-31,2019-04-24,FARM-001,East Java,Good,Concentrate Rich,512.9,3,21.32,Yes,Up-to-date,2023-07-12,4.26,2.8,450665,Yes,None
5679008,RF408674702,Holstein,2016-03-14,2021-05-27,FARM-008,West Java,Fair,Premium Silage,547.8,5,24.84,No,Up-to-date,2023-03-21,3.27,3.14,254158,Yes,Monitor closely
8103845,RF869580882,Brown Swiss,2020-02-02,2024-10-21,FARM-035,Central Java,Poor,Organic Blend,387.4,1,13.32,Yes,Partial,2024-05-21,3.81,2.85,194180,Yes,High performer
7972774,RF743937766,Holstein,2020-10-06,2024-09-19,FARM-038,Central Java,Good,Pasture-Fed,582.8,4,36.0,Yes,Up-to-date,2024-05-29,4.87,4.2,237798,Yes,Low yield alert
3024809,RF229494352,Ayrshire,2018-01-21,2019-01-17,FARM-040,Yogyakarta,Good,Premium Silage,366.0,5,24.7,No,Up-to-date,2024-09-12,5.25,4.02,559096,Yes,None
4859820,RF215991017,Jersey,2019-06-15,2020-07-16,FARM-023,Central Java,Poor,Hay-Based,349.6,3,24.97,No,Up-to-date,2023-02-23,3.4,3.21,51291,No,High performer
5482413,RF473594005,Jersey,2019-07-24,2024-08-12,FARM-025,South Sulawesi,Good,Premium Silage,438.0,1,23.84,Yes,Up-to-date,2024-10-09,3.66,3.49,504455,Yes,Monitor closely
2795437,RF785141772,Guernsey,2019-04-08,2023-08-17,FARM-009,West Java,Under Treatment,Standard Mix,409.8,6,17.96,No,Up-to-date,2024-04-20,4.81,2.93,496314,Yes,None
8693677,RF857102680,Brown Swiss,2013-08-06,2016-09-09,FARM-002,West Java,Excellent,Pasture-Fed,357.6,6,13.28,No,Up-to-date,2023-07-26,3.84,3.85,374530,Yes,Excellent genetics
4532148,RF688510450,Holstein,2017-02-05,2022-02-09,FARM-033,East Java,Good,Standard Mix,557.8,3,34.34,Yes,Up-to-date,2023-03-04,5.05,4.13,193103,Yes,Monitor closely
5941179,RF199133658,Holstein,2018-02-02,2022-07-07,FARM-028,North Sumatra,Fair,Organic Blend,555.4,1,33.06,Yes,Up-to-date,2023-04-13,4.03,3.4,734172,Yes,High performer
