session_id,cow_id,farm_code,milking_date,milking_timestamp,shift,yield_liters,fat_percentage,protein_percentage,somatic_cell_count,temperature_celsius,machine_id,operator_id,quality_grade,lactose_percentage,conductivity_ms_cm,flow_rate_lpm,milking_duration_min,ph_level,is_flagged
934429337,3838554,FARM-002,2021-02-09,2021-02-09 11:23:46,Morning,18.28,3.0,3.95,106675,38.9,MCH-29,1058,Grade B,4.19,8.17,2.87,5.4,6.64,No
804662302,4091420,FARM-002,2022-07-26,2022-07-26 17:54:45,Afternoon,9.01,4.83,3.75,558507,39.4,MCH-13,1095,Grade B,4.57,6.51,2.36,12.6,6.75,No
537431118,1331289,FARM-028,2021-08-11,2021-08-11 05:33:18,Morning,10.03,5.62,3.22,131276,38.5,MCH-12,1091,Grade A,4.82,7.3,3.11,10.4,6.46,No
613127015,9386232,FARM-029,2021-04-06,2021-04-06 15:23:03,Morning,8.57,3.07,3.54,297313,39.3,MCH-26,1034,Grade B,4.02,4.57,2.49,4.1,6.86,No
127604890,9849143,FARM-038,2021-06-21,2021-06-21 17:15:28,Evening,9.47,5.5,4.02,715843,38.4,MCH-11,1122,Rejected,4.07,7.13,2.14,7.2,6.48,No
839411927,2286698,FARM-019,2024-07-21,2024-07-21 09:44:34,Evening,15.9,5.01,4.31,551856,39.4,MCH-30,1115,Grade A,4.29,5.06,1.36,7.0,6.64,No
236120823,1789356,FARM-019,2023-10-31,2023-10-31 08:30:48,Morning,16.55,4.21,4.48,233476,39.1,MCH-10,1062,Grade B,4.62,6.02,1.86,7.7,6.47,No
646993107,3396987,FARM-029,2024-08-30,2024-08-30 12:28:09,Evening,17.64,5.49,4.24,712590,38.9,MCH-29,1120,Grade A,5.14,4.74,2.08,3.1,6.57,Yes
487828294,7654381,FARM-029,2023-01-22,2023-01-22 23:45:21,Morning,16.5,5.93,3.47,461935,39.1,MCH-25,1107,Grade A,4.66,6.44,1.28,6.7,6.85,No
250775352,6893320,FARM-003,2020-07-15,2020-07-15 16:26:18,Evening,11.19,5.94,3.03,681100,38.9,MCH-26,1086,Grade C,4.21,5.38,1.77,8.1,6.47,Yes
261183099,3320821,FARM-033,2021-04-25,2021-04-25 02:20:13,Morning,20.24,5.26,3.66,241071,38.3,MCH-04,1074,Grade A,4.19,7.5,3.0,10.5,6.68,No
721094692,9250138,FARM-016,2023-01-29,2023-01-29 04:31:23,Morning,16.72,5.03,3.99,150153,38.2,MCH-27,1015,Grade A,4.98,4.33,2.17,8.4,6.85,No
873391536,4326354,FARM-008,2023-05-27,2023-05-27 11:51:21,Afternoon,10.66,4.76,2.77,413918,38.7,MCH-11,1045,Grade A,4.74,4.31,2.72,14.6,6.86,No
412588212,5416038,FARM-019,2023-06-16,2023-06-16 09:58:47,Morning,10.48,4.38,2.52,846807,38.5,MCH-30,1105,Grade C,4.16,6.81,2.45,13.3,6.78,No
883167285,4963933,FARM-012,2024-04-23,2024-04-23 07:50:52,Morning,11.88,4.05,3.62,320970,38.6,MCH-11,1053,Grade B,4.7,5.56,3.08,9.6,6.75,No
574911244,7444974,FARM-019,2024-01-13,2024-01-13 02:37:37,Afternoon,13.41,4.19,2.51,229002,38.4,MCH-07,1025,Grade B,4.73,6.11,2.45,14.9,6.61,No
116150325,3586950,FARM-026,2021-05-16,2021-05-16 04:18:05,Evening,12.98,4.06,3.61,217787,38.8,MCH-03,1088,Grade B,4.68,5.31,3.22,11.3,6.51,No
512877709,9127895,FARM-014,2022-08-22,2022-08-22 08:31:41,Morning,15.94,3.88,2.55,544445,39.1,MCH-12,1092,Grade C,4.94,4.09,1.75,14.3,6.64,No
256668109,4188992,FARM-025,2022-06-20,2022-06-20 10:45:08,Evening,7.64,5.98,3.69,822479,38.1,MCH-28,1103,Grade C,4.44,5.18,2.22,13.4,6.71,No
253298832,8611499,FARM-029,2022-06-08,2022-06-08 03:35:35,Evening,6.56,3.95,4.44,534950,38.6,MCH-03,1119,Grade A,4.9,8.26,1.25,5.6,6.65,No
610709015,3703298,FARM-019,2020-05-21,2020-05-21 23:03:45,Afternoon,7.68,4.65,4.2,887125,38.6,MCH-18,1135,Grade A,4.21,5.62,2.94,13.2,6.62,No
450551449,2605308,FARM-030,2024-09-26,2024-09-26 00:37:18,Evening,13.98,4.27,3.33,744565,39.1,MCH-11,1097,Grade C,4.78,8.31,1.78,12.8,6.81,No
378789178,7534336,FARM-024,2020-08-04,2020-08-04 02:17:00,Morning,9.13,4.48,3.47,492424,39.3,MCH-14,1094,Grade C,4.91,5.1,1.56,6.5,6.7,No
936453366,2563790,FARM-036,2024-02-12,2024-02-12 19:02:21,Evening,11.11,3.96,3.18,751530,39.0,MCH-18,1113,Grade A,4.15,4.48,2.53,6.0,6.81,No
888832055,8304686,FARM-028,2022-10-09,2022-10-09 03:23:24,Afternoon,11.76,4.71,3.26,762884,38.3,MCH-16,1009,Grade B,4.98,5.75,2.79,13.3,6.64,Yes
701806721,4468370,FARM-027,2020-01-18,2020-01-18 19:44:29,Afternoon,14.81,5.6,2.64,126928,38.4,MCH-16,1150,Grade A,4.31,4.34,3.29,3.3,6.7,No
167411645,1601296,FARM-040,2023-08-24,2023-08-24 03:47:09,Morning,12.93,4.36,4.44,653009,38.9,MCH-24,1053,Grade A,4.49,8.27,0.9,4.3,6.43,Yes
795411501,1482504,FARM-037,2022-10-16,2022-10-16 10:22:52,Morning,15.47,4.52,3.93,511561,38.9,MCH-26,1073,Grade A,4.09,4.95,0.84,14.5,6.46,No
269157732,8606978,FARM-037,2023-07-21,2023-07-21 17:43:26,Morning,11.81,3.6,4.12,182248,38.7,MCH-01,1081,Grade B,5.05,6.02,2.86,6.5,6.74,No
853125310,3345338,FARM-026,2024-10-07,2024-10-07 19:18:31,Morning,14.89,4.32,2.7,853985,38.5,MCH-20,1087,Grade B,5.2,4.88,2.56,9.8,6.57,No
435365904,6064062,FARM-030,2022-01-07,2022-01-07 06:40:34,Morning,15.13,5.21,2.72,828960,38.2,MCH-04,1107,Grade A,4.8,7.85,3.26,8.7,6.46,No
860094832,3600895,FARM-006,2021-05-02,2021-05-02 09:29:19,Morning,18.35,4.5,3.86,83292,38.6,MCH-02,1105,Grade C,4.66,5.91,3.27,9.7,6.5,No
101736250,2968815,FARM-004,2023-12-18,2023-12-18 22:56:53,Morning,18.45,5.18,4.46,710258,38.9,MCH-16,1126,Grade A,4.37,5.27,2.65,8.7,6.65,No
728606862,2987988,FARM-036,2024-04-19,2024-04-19 03:02:54,Morning,13.17,4.08,4.04,506592,38.8,MCH-17,1123,Grade A,4.52,4.37,2.46,7.4,6.49,No
875574806,7542286,FARM-038,2020-01-18,2020-01-18 05:33:52,Morning,12.08,3.03,4.03,425491,39.2,MCH-15,1127,Grade A,4.98,8.31,1.31,11.2,6.59,No
646264865,8165647,FARM-035,2020-01-21,2020-01-21 11:27:39,Morning,15.67,4.83,3.03,779624,39.3,MCH-16,1030,Grade A,5.01,7.28,2.89,9.0,6.65,Yes
834569164,3851902,FARM-027,2022-01-07,2022-01-07 21:25:56,Evening,9.84,4.73,3.22,422135,38.1,MCH-02,1026,Grade A,4.06,7.41,3.42,5.1,6.65,No
700704494,9612440,FARM-021,2023-01-17,2023-01-17 15:04:47,Afternoon,13.84,3.96,3.76,867687,38.2,MCH-04,1090,Grade C,4.38,6.41,1.65,8.6,6.55,No
554203994,7331639,FARM-010,2024-11-07,2024-11-07 01:14:00,Afternoon,7.09,4.2,4.47,333559,38.4,MCH-09,1080,Grade B,4.05,7.69,3.3,11.8,6.82,No
653594990,1006810,FARM-020,2022-06-14,2022-06-14 22:27:30,Morning,14.75,4.62,3.81,600935,38.5,MCH-07,1107,Grade B,4.61,5.21,1.42,9.8,6.58,No
796557434,8884747,FARM-028,2020-04-23,2020-04-23 04:43:34,Afternoon,7.39,3.38,3.29,95193,39.5,MCH-14,1122,Grade C,4.28,5.21,1.85,12.5,6.72,No
577353285,3599548,FARM-011,2020-10-17,2020-10-17 18:50:45,Morning,12.96,3.89,2.63,708485,38.3,MCH-29,1117,Grade A,4.12,8.34,2.38,9.9,6.44,No
784464510,8881344,FARM-011,2020-12-07,2020-12-07 23:32:08,Afternoon,6.9,3.55,3.2,735464,39.2,MCH-26,1127,Grade A,5.07,4.81,1.81,3.5,6.76,No
147726748,4239337,FARM-038,2021-12-19,2021-12-19 16:50:13,Morning,13.03,5.02,2.58,809240,39.2,MCH-15,1144,Grade C,4.8,5.2,0.83,13.4,6.65,No
946789024,8477055,FARM-015,2022-01-25,2022-01-25 18:45:35,Afternoon,11.19,5.65,4.19,635546,38.3,MCH-10,1094,Grade B,4.46,4.99,1.73,7.2,6.82,No
307221648,9049422,FARM-028,2022-03-23,2022-03-23 22:30:11,Morning,13.03,4.21,2.84,503822,38.6,MCH-13,1027,Grade A,5.16,4.26,0.55,4.2,6.42,No
364481600,3361510,FARM-014,2023-04-07,2023-04-07 04:53:29,Morning,12.82,4.58,3.24,251623,39.1,MCH-29,1150,Grade B,4.53,5.96,3.22,3.9,6.46,Yes
781427492,4640933,FARM-005,2022-05-04,2022-05-04 13:39:29,Morning,11.56,5.98,3.29,889977,39.0,MCH-16,1149,Grade B,5.0,5.94,1.69,11.0,6.53,No
528629606,4415140,FARM-032,2023-12-03,2023-12-03 04:57:31,Afternoon,7.77,3.02,2.89,115481,38.3,MCH-21,1131,Grade A,5.15,6.79,3.49,6.5,6.67,Yes
777369657,2068131,FARM-014,2022-10-10,2022-10-10 22:46:08,Morning,15.51,3.14,4.1,748470,38.6,MCH-15,1053,Grade B,4.24,4.99,1.76,10.8,6.68,No
351425861,2911520,FARM-040,2021-03-02,2021-03-02 05:31:57,Morning,10.13,4.41,3.62,479381,38.3,MCH-23,1095,Grade A,4.26,4.51,2.23,9.6,6.6,No
242495717,4626672,FARM-027,2023-07-19,2023-07-19 19:42:54,Evening,7.09,4.0,4.25,758501,39.2,MCH-24,1079,Grade A,4.94,6.97,2.15,7.6,6.52,No
766516188,8679606,FARM-026,2020-10-23,2020-10-23 18:11:07,Afternoon,8.74,3.99,4.13,743342,38.7,MCH-10,1004,Grade B,4.92,5.13,1.32,8.5,6.84,No
536497620,4484526,FARM-028,2024-11-05,2024-11-05 09:57:18,Morning,15.71,5.32,2.96,118816,39.4,MCH-21,1127,Grade A,4.39,8.18,3.09,4.8,6.84,No
637146043,1709714,FARM-027,2021-12-17,2021-12-17 15:31:51,Morning,8.9,5.36,3.89,69175,38.9,MCH-26,1145,Grade B,4.42,7.0,1.91,9.5,6.61,No
998463405,2470022,FARM-030,2021-11-27,2021-11-27 22:12:55,Morning,17.94,5.37,3.31,768580,39.5,MCH-25,1103,Grade A,4.2,4.32,1.97,7.1,6.55,No
521526182,2988307,FARM-020,2022-05-10,2022-05-10 05:37:36,Afternoon,10.97,4.65,2.69,170748,38.3,MCH-13,1036,Grade A,4.59,6.25,2.38,14.2,6.85,No
249157886,7905438,FARM-025,2022-01-05,2022-01-05 10:31:59,Morning,16.38,4.0,3.76,384558,39.3,MCH-30,1123,Rejected,4.06,6.33,1.02,7.5,6.8,Yes
534760846,3064357,FARM-022,2022-01-02,2022-01-02 20:01:30,Morning,12.92,5.03,3.77,56617,39.4,MCH-09,1143,Grade B,4.34,6.79,3.01,10.6,6.56,No
672064461,1816752,FARM-010,2022-12-19,2022-12-19 09:20:03,Morning,14.42,4.42,3.65,54722,38.9,MCH-24,1099,Grade A,4.37,5.64,1.28,3.7,6.54,No
672619315,9659168,FARM-011,2020-03-30,2020-03-30 17:43:20,Morning,13.95,4.04,4.06,221279,38.7,MCH-16,1144,Grade C,4.18,5.49,2.77,12.3,6.57,Yes
104759086,9320336,FARM-009,2023-09-06,2023-09-06 03:00:37,Afternoon,6.88,4.75,2.68,98810,39.2,MCH-01,1066,Grade B,4.73,4.66,2.42,14.7,6.6,No
944975960,4309671,FARM-005,2020-11-05,2020-11-05 03:55:42,Morning,13.13,4.58,3.31,840478,38.0,MCH-06,1101,Grade A,4.63,4.64,1.13,8.5,6.87,No
379182889,9517169,FARM-005,2023-11-24,2023-11-24 06:51:21,Morning,16.21,5.79,2.86,735425,38.9,MCH-02,1124,Grade A,4.66,5.36,3.46,7.1,6.73,No
836790280,1633110,FARM-018,2020-08-28,2020-08-28 23:44:10,Afternoon,14.02,3.96,4.45,210752,38.6,MCH-15,1029,Grade A,4.9,8.23,1.75,10.2,6.47,No
359212697,9180249,FARM-015,2024-01-09,2024-01-09 17:15:03,Afternoon,11.18,5.05,2.67,580378,39.0,MCH-27,1079,Grade C,4.28,7.43,0.58,14.3,6.4,No
239801801,1470581,FARM-003,2020-08-05,2020-08-05 04:22:05,Afternoon,8.49,5.18,4.16,423237,39.4,MCH-11,1065,Grade C,5.1,4.4,2.86,10.0,6.47,No
321979429,6531293,FARM-038,2024-11-12,2024-11-12 13:24:04,Afternoon,8.25,4.31,4.16,817517,39.3,MCH-05,1037,Grade C,4.55,5.2,1.11,9.4,6.72,No
868493007,9614423,FARM-021,2024-01-20,2024-01-20 16:19:15,Morning,16.86,5.68,4.35,94957,38.2,MCH-10,1018,Grade A,4.58,5.75,0.89,14.3,6.55,No
179627834,4925917,FARM-036,2022-05-13,2022-05-13 08:13:53,Evening,10.52,3.99,3.9,391010,38.7,MCH-20,1126,Grade A,4.08,6.98,3.35,7.3,6.47,No
865315661,2794698,FARM-012,2022-03-15,2022-03-15 21:51:11,Morning,14.91,4.83,4.38,777248,38.6,MCH-24,1146,Grade A,4.32,8.33,1.62,11.5,6.54,No
604352143,3839807,FARM-032,2023-08-09,2023-08-09 08:30:54,Afternoon,13.11,4.16,2.66,850970,38.4,MCH-13,1090,Grade B,4.54,8.24,2.21,8.6,6.63,No
534854503,1843636,FARM-029,2023-05-07,2023-05-07 03:09:14,Evening,7.84,5.98,3.86,78856,38.7,MCH-18,1141,Grade C,4.73,4.16,3.01,9.4,6.88,No
550096916,9769953,FARM-033,2023-02-05,2023-02-05 09:57:10,Afternoon,2.85,4.26,3.78,351954,39.0,MCH-18,1054,Grade A,5.02,6.03,1.8,12.2,6.84,No
899399028,8478923,FARM-006,2024-02-06,2024-02-06 19:20:54,Evening,13.43,3.66,3.5,179695,38.1,MCH-15,1011,Grade A,4.77,7.28,2.44,7.2,6.63,No
986720644,4429650,FARM-020,2022-11-07,2022-11-07 15:47:16,Morning,11.4,4.42,3.83,640309,38.6,MCH-11,1036,Grade A,4.18,7.05,1.39,12.1,6.48,No
328748302,3518087,FARM-007,2022-06-23,2022-06-23 12:20:01,Morning,7.32,4.97,3.9,600973,38.5,MCH-20,1046,Grade B,5.05,6.7,1.2,12.6,6.77,No
684626260,8550515,FARM-025,2024-10-27,2024-10-27 03:08:53,Morning,12.94,3.83,2.99,738902,38.2,MCH-12,1091,Grade A,5.12,4.52,1.14,9.6,6.68,No
993049042,5268417,FARM-003,2024-04-14,2024-04-14 17:39:19,Afternoon,13.21,4.96,3.43,611797,39.3,MCH-11,1085,Grade A,4.3,5.43,0.56,10.8,6.83,No
752292338,9314244,FARM-025,2021-07-16,2021-07-16 12:41:30,Afternoon,11.12,5.18,3.24,872777,38.4,MCH-25,1117,Grade A,4.43,7.81,2.75,8.5,6.56,No
395250503,2990334,FARM-027,2024-11-22,2024-11-22 14:43:52,Afternoon,10.35,5.58,2.84,52685,39.3,MCH-19,1090,Grade A,4.51,5.53,3.14,9.7,6.74,No
379796034,2476728,FARM-037,2020-09-06,2020-09-06 04:08:57,Morning,12.06,5.96,3.69,260026,38.8,MCH-18,1065,Grade A,4.07,7.78,3.0,10.5,6.86,Yes
945087187,1900876,FARM-040,2021-02-11,2021-02-11 18:03:36,Afternoon,12.88,5.6,2.7,386687,38.8,MCH-17,1062,Grade A,4.76,6.82,1.36,9.3,6.6,No
322092687,8414160,FARM-013,2024-11-10,2024-11-10 08:43:35,Evening,7.02,5.48,4.38,475884,38.6,MCH-24,1051,Grade B,5.01,5.83,1.94,10.3,6.85,No
801135263,6996068,FARM-032,2023-05-28,2023-05-28 17:30:24,Evening,6.64,4.11,3.51,140294,38.4,MCH-25,1018,Grade A,4.9,4.4,2.38,12.6,6.49,No
133802669,3851902,FARM-020,2024-01-11,2024-01-11 17:41:21,Afternoon,7.47,4.89,2.74,260187,38.2,MCH-24,1070,Grade A,4.38,5.55,2.91,3.4,6.55,No
256225284,4553544,FARM-037,2024-01-08,2024-01-08 10:48:52,Morning,14.16,3.94,4.33,733595,38.7,MCH-28,1075,Grade C,4.61,4.67,2.53,6.5,6.81,No
815595886,8247127,FARM-015,2021-12-31,2021-12-31 12:49:18,Afternoon,8.82,5.26,2.52,208624,39.4,MCH-03,1146,Grade B,4.18,8.26,1.28,4.3,6.63,No
172804290,4060575,FARM-016,2021-12-05,2021-12-05 21:26:52,Afternoon,5.7,4.67,3.44,209906,38.8,MCH-05,1072,Grade A,4.76,7.56,2.07,7.6,6.85,Yes
134469011,3113620,FARM-033,2020-09-10,2020-09-10 07:26:18,Afternoon,7.57,4.98,3.68,685557,38.8,MCH-25,1028,Grade B,4.08,4.11,2.67,10.4,6.67,No
847417637,7661319,FARM-037,2024-07-14,2024-07-14 05:07:11,Afternoon,8.67,3.98,4.31,655749,38.3,MCH-23,1136,Grade A,4.23,6.19,2.35,3.7,6.74,No
935507645,7362994,FARM-024,2022-04-01,2022-04-01 08:13:18,Afternoon,13.42,3.94,4.3,577258,38.9,MCH-11,1122,Grade B,4.87,4.28,2.77,6.8,6.61,No
278558488,7720296,FARM-018,2022-11-16,2022-11-16 22:39:24,Evening,6.54,3.43,4.11,249854,38.1,MCH-25,1087,Grade A,4.02,8.31,2.5,14.2,6.77,No
730656302,7146400,FARM-024,2024-07-23,2024-07-23 23:49:19,Afternoon,9.17,3.23,2.98,231073,39.3,MCH-06,1021,Grade A,5.14,5.94,1.77,14.7,6.74,No
224172458,8581927,FARM-022,2020-07-31,2020-07-31 04:10:20,Afternoon,14.17,3.48,3.57,601924,39.1,MCH-22,1124,Grade C,4.87,8.26,1.12,12.7,6.71,No
106392231,3061828,FARM-003,2023-11-08,2023-11-08 02:03:15,Afternoon,10.86,4.21,3.06,619650,38.5,MCH-05,1066,Rejected,4.46,5.59,3.21,10.8,6.88,No
136292736,9370358,FARM-034,2023-01-20,2023-01-20 14:50:31,Morning,15.02,5.16,3.68,152630,38.1,MCH-10,1114,Grade C,4.18,8.36,2.7,11.3,6.65,No
392706753,3481086,FARM-038,2022-12-31,2022-12-31 13:02:26,Afternoon,5.03,4.72,3.16,751518,39.4,MCH-03,1060,Grade A,4.42,6.54,2.41,8.8,6.54,No
601026410,5057252,FARM-019,2021-02-17,2021-02-17 09:59:01,Afternoon,7.72,3.17,3.97,73229,39.3,MCH-12,1048,Grade A,4.47,4.27,3.11,10.9,6.67,No
364854694,1664254,FARM-025,2022-05-07,2022-05-07 11:11:55,Morning,12.44,3.88,2.54,287307,38.4,MCH-23,1027,Grade A,4.41,6.56,0.87,9.9,6.86,No
271692094,1272943,FARM-031,2024-07-19,2024-07-19 04:38:39,Evening,5.96,4.27,3.43,88399,39.2,MCH-07,1144,Grade A,4.31,7.03,2.09,3.8,6.8,No
229257289,6098837,FARM-013,2021-08-08,2021-08-08 20:36:44,Morning,18.24,4.22,4.37,823869,38.0,MCH-22,1080,Grade B,4.33,5.72,1.48,6.6,6.8,No
463323481,1911435,FARM-015,2023-02-15,2023-02-15 15:58:51,Morning,15.43,3.59,2.84,305235,38.3,MCH-19,1147,Grade B,4.92,7.6,1.48,4.1,6.8,No
206359130,7102041,FARM-033,2022-09-04,2022-09-04 10:42:09,Afternoon,12.4,5.88,4.14,313737,39.4,MCH-10,1075,Grade C,4.4,6.92,1.11,10.2,6.77,No
571045302,6444432,FARM-005,2020-03-10,2020-03-10 09:32:42,Morning,12.77,4.91,3.92,60714,38.9,MCH-20,1130,Grade B,5.05,4.55,1.22,3.5,6.45,No
589980860,8800337,FARM-015,2021-03-02,2021-03-02 15:40:13,Evening,10.98,5.59,3.23,758638,38.9,MCH-13,1066,Grade B,4.52,5.26,0.83,5.5,6.62,No
653647903,5380657,FARM-006,2024-06-11,2024-06-11 05:35:53,Morning,16.29,5.51,3.37,239350,39.2,MCH-21,1052,Grade A,4.11,8.28,2.66,3.6,6.83,No
598303658,8568671,FARM-013,2024-02-05,2024-02-05 03:02:37,Morning,12.79,3.68,4.41,409608,39.2,MCH-08,1128,Grade A,4.85,6.46,0.54,4.9,6.74,No
615458844,6174418,FARM-025,2021-10-13,2021-10-13 17:04:06,Morning,17.98,3.07,4.16,855801,38.2,MCH-11,1083,Grade C,4.09,6.04,3.18,9.7,6.47,No
747051450,4486102,FARM-016,2024-09-20,2024-09-20 11:06:28,Evening,10.65,4.06,3.25,204325,38.9,MCH-21,1037,Grade B,5.06,4.67,1.74,10.0,6.78,No
308598508,2949258,FARM-036,2020-05-17,2020-05-17 21:28:54,Evening,11.45,4.13,4.44,745434,38.6,MCH-17,1142,Grade A,4.34,7.65,2.91,13.0,6.65,No
495376462,6828829,FARM-018,2021-02-12,2021-02-12 01:42:00,Morning,15.57,5.57,4.38,572321,38.3,MCH-25,1102,Rejected,4.6,5.48,0.63,11.8,6.6,No
878684858,8530347,FARM-013,2021-08-23,2021-08-23 20:34:28,Morning,10.96,4.5,3.39,327756,39.0,MCH-25,1026,Grade A,4.51,4.22,1.24,7.0,6.64,No
167570119,5693941,FARM-007,2023-10-27,2023-10-27 00:50:46,Evening,14.33,4.48,2.67,522975,38.0,MCH-07,1010,Rejected,4.31,5.76,0.85,5.4,6.71,No
337920309,3739207,FARM-002,2020-07-18,2020-07-18 04:37:10,Afternoon,7.73,4.15,4.27,87572,38.5,MCH-07,1095,Grade A,4.17,4.97,0.66,6.2,6.63,No
255591051,4026879,FARM-013,2020-10-08,2020-10-08 18:31:10,Evening,9.48,4.01,3.17,396916,38.1,MCH-29,1072,Grade A,4.74,5.56,1.92,7.9,6.64,No
437259686,3094239,FARM-032,2020-03-29,2020-03-29 17:07:18,Evening,10.48,3.89,4.26,857394,39.2,MCH-06,1055,Grade A,4.79,6.69,2.27,9.2,6.87,No
338654228,2694338,FARM-009,2022-12-16,2022-12-16 02:33:56,Afternoon,6.3,3.85,3.19,157651,38.5,MCH-23,1104,Grade B,4.81,4.94,0.53,5.6,6.66,No
303507070,5416344,FARM-022,2021-09-05,2021-09-05 06:04:18,Evening,13.34,5.06,2.65,146373,38.5,MCH-15,1087,Grade A,4.99,6.89,1.37,14.3,6.77,Yes
318642833,6383277,FARM-024,2022-12-12,2022-12-12 05:47:23,Afternoon,10.31,5.52,3.91,756253,39.3,MCH-03,1142,Grade A,4.85,6.48,2.83,11.0,6.54,No
359792248,8913286,FARM-017,2023-02-14,2023-02-14 07:35:35,Morning,13.51,3.28,2.7,402004,38.4,MCH-20,1100,Grade B,5.17,7.61,2.75,12.2,6.43,No
204954055,7005668,FARM-006,2023-05-14,2023-05-14 13:28:44,Afternoon,11.18,3.69,4.48,81734,39.4,MCH-14,1025,Grade A,4.85,6.44,3.38,11.0,6.48,No
706392476,3946567,FARM-033,2022-04-08,2022-04-08 04:58:46,Morning,15.47,4.18,3.92,543753,38.9,MCH-18,1120,Grade A,4.31,4.16,1.04,6.2,6.69,No
372840366,5779824,FARM-040,2022-10-10,2022-10-10 01:28:42,Morning,8.56,4.42,4.17,702715,39.2,MCH-22,1068,Grade B,4.44,6.34,0.85,7.4,6.68,No
141914316,5693941,FARM-022,2024-01-07,2024-01-07 21:47:46,Afternoon,8.01,4.53,4.5,355162,39.1,MCH-28,1056,Grade A,4.37,4.2,2.54,7.0,6.79,No
247720989,7018685,FARM-012,2022-10-14,2022-10-14 17:25:01,Afternoon,5.06,3.64,3.67,311193,38.9,MCH-12,1066,Grade A,4.06,8.28,2.25,4.6,6.48,No
223030161,7102492,FARM-039,2022-04-21,2022-04-21 14:24:40,Morning,17.0,4.08,4.09,272119,39.1,MCH-12,1068,Grade B,4.53,7.62,1.42,3.6,6.67,No
496557416,1981641,FARM-010,2024-10-07,2024-10-07 23:00:51,Morning,16.69,5.29,4.2,667308,38.9,MCH-03,1007,Grade B,4.98,8.02,0.87,12.6,6.89,No
942726132,7373495,FARM-021,2024-05-02,2024-05-02 02:19:06,Morning,14.53,4.55,3.86,768540,38.2,MCH-19,1131,Grade B,4.2,6.56,2.1,6.3,6.47,No
167875407,6724909,FARM-033,2021-11-08,2021-11-08 18:11:40,Afternoon,16.11,5.9,3.64,861930,38.1,MCH-03,1114,Grade A,4.18,4.69,2.9,9.2,6.78,No
350005049,3714471,FARM-026,2023-05-27,2023-05-27 05:22:11,Evening,13.33,4.13,3.49,808307,39.4,MCH-20,1138,Grade A,4.67,7.0,3.43,10.2,6.86,No
536967037,1576194,FARM-016,2024-03-18,2024-03-18 08:37:34,Evening,11.62,5.12,4.5,731035,39.5,MCH-12,1137,Grade A,5.18,8.39,0.85,13.8,6.66,Yes
261250235,1236174,FARM-013,2022-02-16,2022-02-16 13:04:08,Morning,15.8,3.54,2.76,647667,39.0,MCH-23,1043,Grade A,4.52,8.39,2.37,13.5,6.57,No
807378071,3111034,FARM-029,2023-02-12,2023-02-12 15:21:58,Evening,14.39,4.92,3.17,289751,38.9,MCH-06,1075,Grade A,4.72,6.26,0.75,8.8,6.86,No
245212981,7283463,FARM-016,2021-11-01,2021-11-01 14:26:19,Evening,12.58,3.68,4.46,501199,39.1,MCH-27,1061,Grade B,5.02,4.92,2.38,13.5,6.65,No
394510552,1870370,FARM-005,2020-03-15,2020-03-15 09:23:50,Afternoon,12.48,4.92,3.98,865656,39.3,MCH-30,1047,Rejected,4.96,7.83,2.15,10.1,6.48,No
907384228,5424046,FARM-039,2020-05-13,2020-05-13 07:34:06,Morning,16.46,3.94,3.86,643761,39.1,MCH-14,1055,Grade B,5.03,5.02,1.67,9.3,6.54,No
390018752,5594635,FARM-017,2023-05-03,2023-05-03 15:43:42,Morning,13.45,6.0,4.03,468138,39.4,MCH-01,1137,Grade B,4.46,5.19,2.9,4.6,6.82,No
662429354,9734129,FARM-029,2022-08-06,2022-08-06 17:28:26,Morning,14.5,5.05,3.49,694451,38.9,MCH-19,1120,Grade A,5.19,5.73,2.03,9.5,6.82,No
355062152,1771600,FARM-040,2022-04-18,2022-04-18 00:20:43,Morning,14.2,3.88,3.3,844705,38.9,MCH-15,1113,Grade A,4.84,6.59,0.7,8.0,6.55,No
710363586,7267813,FARM-039,2024-07-26,2024-07-26 16:04:18,Evening,14.07,3.18,3.45,323176,38.3,MCH-23,1117,Grade B,4.53,4.49,2.78,5.9,6.57,No
443009151,5411563,FARM-003,2024-02-28,2024-02-28 07:53:52,Morning,10.6,5.19,4.37,746653,39.1,MCH-05,1110,Grade B,4.44,6.34,1.55,7.7,6.6,No
192425624,6687440,FARM-035,2020-06-28,2020-06-28 10:25:00,Evening,13.1,5.37,2.81,764587,38.6,MCH-09,1100,Grade A,4.89,4.93,2.92,4.7,6.55,No
831408465,5164420,FARM-003,2023-09-25,2023-09-25 03:45:16,Morning,12.74,3.63,4.27,631294,38.6,MCH-08,1028,Grade A,4.84,7.06,2.89,9.4,6.4,No
497993137,2876932,FARM-033,2020-06-01,2020-06-01 09:13:32,Morning,13.4,5.83,2.75,818403,38.7,MCH-27,1043,Grade A,5.05,6.56,3.1,13.8,6.67,No
678900122,8053918,FARM-025,2020-07-03,2020-07-03 11:46:32,Afternoon,6.07,3.65,3.78,254804,38.4,MCH-16,1101,Grade A,4.91,6.12,2.41,14.9,6.51,No
107684218,6287423,FARM-039,2024-07-12,2024-07-12 09:16:49,Morning,14.09,4.44,2.92,216872,38.1,MCH-04,1136,Grade B,4.31,8.48,3.42,9.5,6.45,No
