batch_id,recipe_id,vat_id,production_date,start_timestamp,end_timestamp,milk_volume_liters,cheese_yield_kg,fat_pct_actual,moisture_pct_actual,ph_at_drain,temperature_curd_c,pressing_pressure_kpa,salt_added_kg,starter_culture_ml,rennet_ml,aging_room,qc_result,operator_id,batch_notes
922622201,252487,VAT-07,2020-05-10,2020-05-10 09:59:41,2020-05-12 11:41:26,5033.8,692.75,42.5,44.39,5.2,42.0,85.8,13.3,166.2,142.28,AGE-02,Conditional Pass,2031,Excellent coagulation
164070204,640175,VAT-06,2022-01-26,2022-01-26 14:21:28,2022-01-27 12:08:11,3251.2,457.18,35.4,62.4,6.49,46.0,193.1,9.91,738.6,134.89,AGE-09,Fail,2078,Normal batch
569812549,110845,VAT-02,2020-01-04,2020-01-04 04:36:59,2020-01-05 08:35:56,3828.7,562.1,11.36,48.2,5.82,36.5,143.7,12.47,1906.7,32.48,AGE-08,Pass,2049,Slight over-acidification
507748053,500248,VAT-19,2021-01-08,2021-01-08 19:04:31,2021-01-09 16:30:12,7435.8,1056.09,34.53,74.0,6.27,54.8,165.8,2.16,679.9,79.56,AGE-07,Rework,2015,Rework needed
544518513,744663,VAT-17,2023-03-28,2023-03-28 00:10:31,2023-03-28 17:24:49,3574.0,413.49,21.22,30.85,4.93,42.6,143.3,9.59,1749.5,103.86,AGE-05,Pass,2036,Texture perfect
209241313,316243,VAT-02,2023-10-22,2023-10-22 06:30:39,2023-10-23 19:48:37,4921.1,832.03,27.58,62.78,6.34,33.4,158.3,5.66,525.4,124.43,AGE-05,Pass,2067,Texture perfect
988011301,964031,VAT-02,2024-11-07,2024-11-07 01:22:35,2024-11-07 12:08:31,5932.2,986.63,33.47,40.57,5.27,42.5,143.2,10.43,1786.8,6.12,AGE-02,Pass,2025,Normal batch
218060756,919739,VAT-19,2024-01-26,2024-01-26 06:31:53,2024-01-27 06:02:12,6469.9,707.85,20.09,34.39,6.49,44.4,123.3,0.64,1532.1,74.08,AGE-10,Conditional Pass,2030,pH deviation
187242494,871870,VAT-01,2023-04-18,2023-04-18 08:59:22,2023-04-19 18:53:12,4935.4,475.86,27.03,27.39,6.46,43.4,69.0,5.11,1920.8,71.55,AGE-08,Conditional Pass,2046,Excellent coagulation
948630414,984272,VAT-18,2021-04-22,2021-04-22 09:27:47,2021-04-23 09:34:56,5396.8,1006.29,24.58,21.87,6.45,50.9,168.6,1.47,1018.1,20.76,AGE-08,Rework,2038,Premium grade
120922253,728572,VAT-14,2022-06-18,2022-06-18 18:09:44,2022-06-18 12:54:06,6648.7,1168.03,27.14,23.77,5.41,31.8,74.9,11.13,1217.0,133.08,AGE-06,Pass,2079,Normal batch
875028518,645687,VAT-07,2022-12-30,2022-12-30 06:12:01,2022-12-31 21:03:42,3873.4,591.66,27.3,53.97,5.32,38.9,61.7,6.83,1708.7,147.53,AGE-08,Pass,2004,Yield below target
174114067,787787,VAT-08,2021-01-18,2021-01-18 14:31:54,2021-01-19 20:30:30,7491.2,929.78,10.87,65.25,4.96,35.7,55.1,7.0,1654.2,95.5,AGE-05,Pass,2066,Rework needed
998534304,909477,VAT-15,2020-04-08,2020-04-08 05:25:04,2020-04-08 06:32:17,3258.4,533.72,16.82,30.15,4.85,40.0,86.1,7.4,1219.8,31.92,AGE-02,Pass,2031,Yield below target
928599998,216601,VAT-16,2021-07-29,2021-07-29 00:46:04,2021-07-29 20:03:03,5317.1,686.67,27.28,62.45,6.38,32.0,22.9,2.55,1283.5,6.65,AGE-02,Conditional Pass,2011,Excellent coagulation
734508619,495973,VAT-04,2023-04-12,2023-04-12 08:19:30,2023-04-13 22:24:08,4462.3,802.75,15.89,23.36,6.52,45.5,125.9,10.14,584.7,61.19,AGE-09,Pass,2048,Yield below target
329159461,453786,VAT-17,2020-07-14,2020-07-14 18:32:35,2020-07-15 16:20:17,6147.5,792.54,21.0,35.5,6.02,52.3,159.9,12.53,1585.6,106.74,AGE-05,Pass,2015,Normal batch
112442418,990124,VAT-05,2023-04-08,2023-04-08 03:18:04,2023-04-09 05:11:35,5899.3,686.89,12.72,61.31,5.89,40.4,22.1,12.21,260.9,128.37,AGE-10,Pass,2079,Yield below target
271405950,990124,VAT-12,2020-01-13,2020-01-13 00:18:55,2020-01-14 14:34:24,6161.3,702.41,40.79,22.1,5.46,43.8,158.9,2.35,863.3,7.45,AGE-02,Pass,2079,pH deviation
315256211,493493,VAT-01,2022-08-05,2022-08-05 08:47:04,2022-08-05 11:00:13,6834.8,1331.26,44.39,24.65,5.18,35.9,43.4,11.16,1461.1,121.62,AGE-04,Pass,2045,Premium grade
321069609,507668,VAT-01,2021-04-19,2021-04-19 15:43:25,2021-04-19 19:14:40,3592.4,437.72,31.51,34.36,6.77,33.5,56.7,8.55,615.2,9.66,AGE-05,Pass,2035,Excellent coagulation
458800240,588636,VAT-18,2022-02-17,2022-02-17 12:27:40,2022-02-17 00:32:31,6309.1,959.75,34.27,25.93,6.28,54.2,73.0,3.08,1052.5,70.54,AGE-02,Pass,2006,Rework needed
671713442,484836,VAT-01,2022-12-04,2022-12-04 16:38:49,2022-12-04 00:58:37,4833.7,889.33,17.94,54.86,6.07,44.1,30.7,4.83,271.5,21.73,AGE-09,Pass,2011,Yield below target
700265635,256107,VAT-02,2021-11-13,2021-11-13 17:58:27,2021-11-15 09:32:58,2937.6,418.92,22.64,42.24,6.07,33.6,118.5,9.81,1187.7,75.26,AGE-02,Pass,2006,Normal batch
721102185,213208,VAT-18,2021-03-02,2021-03-02 07:47:16,2021-03-03 01:04:41,2900.2,389.23,29.39,67.18,6.08,28.3,175.1,5.51,1031.6,61.74,AGE-09,Pass,2027,Rework needed
425906061,811441,VAT-11,2021-07-01,2021-07-01 02:18:38,2021-07-01 10:44:39,6629.2,828.89,34.21,47.6,6.32,36.7,77.9,1.25,1990.0,62.93,AGE-05,Fail,2079,pH deviation
969321591,119558,VAT-14,2023-09-02,2023-09-02 22:25:18,2023-09-02 10:48:43,2955.3,271.89,40.81,28.01,5.83,35.4,160.3,4.71,1855.3,83.02,AGE-01,Conditional Pass,2033,Yield below target
372647724,931740,VAT-01,2020-11-23,2020-11-23 03:59:56,2020-11-24 12:15:26,6339.6,1251.0,18.87,59.53,6.23,44.9,196.5,14.84,1520.1,45.14,AGE-01,Pass,2067,Yield below target
381454856,187702,VAT-10,2023-07-25,2023-07-25 02:15:02,2023-07-27 16:31:19,5349.8,544.4,36.41,58.18,5.5,49.6,106.4,8.73,1376.3,14.06,AGE-09,Pass,2022,Excellent coagulation
195631266,568027,VAT-15,2021-06-27,2021-06-27 00:50:25,2021-06-27 19:02:57,5517.4,542.46,12.77,68.02,6.34,53.5,185.2,2.21,697.8,138.8,AGE-01,Pass,2056,Premium grade
725211677,967106,VAT-09,2021-02-16,2021-02-16 16:05:10,2021-02-17 06:05:19,4864.1,634.02,13.69,36.13,5.31,33.0,33.7,4.95,1642.3,14.2,AGE-04,Pass,2077,Yield below target
183570469,652771,VAT-12,2020-12-13,2020-12-13 17:36:40,2020-12-13 10:48:24,944.8,152.26,17.97,51.9,5.69,45.5,166.4,2.05,1104.0,83.66,AGE-08,Pass,2028,Yield below target
771272402,411478,VAT-14,2022-10-14,2022-10-14 00:56:38,2022-10-14 07:12:33,7935.6,1225.63,34.78,31.12,6.48,34.4,171.2,10.43,1892.3,77.42,AGE-01,Pass,2051,Premium grade
878367954,579618,VAT-18,2020-02-14,2020-02-14 19:49:58,2020-02-14 00:52:07,5252.0,545.94,15.52,32.54,5.95,41.4,87.3,2.76,1570.3,99.69,AGE-02,Fail,2078,Premium grade
587609574,211874,VAT-11,2021-09-07,2021-09-07 12:30:58,2021-09-08 16:43:44,4682.8,574.01,17.97,25.1,4.82,49.5,31.3,12.89,1564.4,18.4,AGE-08,Pass,2003,Yield below target
249893676,590415,VAT-09,2021-02-23,2021-02-23 09:27:37,2021-02-24 05:11:07,5337.4,635.45,34.08,20.79,6.4,37.5,148.3,11.31,1604.3,23.79,AGE-05,Pass,2060,Texture perfect
468701520,255563,VAT-09,2021-08-25,2021-08-25 08:14:39,2021-08-25 00:17:35,6438.8,969.3,37.85,56.95,4.87,28.9,113.4,13.94,1012.3,95.85,AGE-01,Pass,2032,Yield below target
392193857,236255,VAT-05,2022-02-09,2022-02-09 12:24:10,2022-02-10 23:09:15,7533.1,1193.52,31.59,56.13,5.03,54.6,116.3,0.75,196.8,66.31,AGE-03,Pass,2064,pH deviation
284275171,338384,VAT-06,2022-06-05,2022-06-05 21:07:19,2022-06-05 18:50:00,5888.6,941.98,31.59,24.13,5.11,51.5,105.6,13.55,1785.8,8.15,AGE-03,Pass,2014,Slight over-acidification
167252307,499016,VAT-08,2023-04-16,2023-04-16 13:57:20,2023-04-17 21:15:41,5733.3,495.41,40.17,48.26,6.38,52.7,184.4,1.14,1385.7,27.24,AGE-09,Fail,2020,Yield below target
898623384,505413,VAT-14,2021-10-08,2021-10-08 03:20:18,2021-10-08 13:12:31,3319.6,351.75,31.29,49.64,5.47,40.5,116.7,12.71,258.0,46.05,AGE-06,Pass,2037,Premium grade
177513162,783481,VAT-20,2021-07-06,2021-07-06 23:37:31,2021-07-07 12:35:35,5317.0,519.11,38.44,30.54,6.12,52.2,52.8,10.31,110.0,122.73,AGE-04,Pass,2038,Yield below target
440846725,173091,VAT-17,2021-05-02,2021-05-02 13:20:30,2021-05-03 07:05:50,3599.4,425.09,16.51,57.92,5.97,39.8,145.5,1.93,939.7,148.15,AGE-01,Pass,2047,Premium grade
794487958,844015,VAT-08,2024-01-28,2024-01-28 21:13:33,2024-01-28 22:39:54,7469.7,910.76,34.63,49.72,4.93,36.8,140.8,1.61,868.3,137.71,AGE-02,Pass,2004,Premium grade
719296583,513002,VAT-16,2021-09-27,2021-09-27 19:40:10,2021-09-28 15:46:19,3899.7,455.16,29.13,60.81,5.18,33.1,86.7,8.24,1164.8,147.48,AGE-08,Pass,2019,Normal batch
511767209,367080,VAT-13,2023-03-11,2023-03-11 19:22:31,2023-03-12 10:27:18,3630.9,628.75,39.41,67.06,5.94,50.9,154.8,3.83,697.7,23.74,AGE-02,Pass,2030,Texture perfect
931282811,638801,VAT-01,2023-04-24,2023-04-24 16:14:52,2023-04-24 07:48:18,5414.7,594.82,12.71,58.44,5.81,30.8,40.7,9.45,1186.9,48.04,AGE-07,Pass,2072,Excellent coagulation
457416998,474989,VAT-10,2022-08-18,2022-08-18 07:16:36,2022-08-19 10:25:37,6341.4,674.05,30.2,34.76,5.7,51.4,48.1,6.47,768.0,33.32,AGE-02,Pass,2023,Texture perfect
610157031,680013,VAT-07,2021-09-27,2021-09-27 20:59:18,2021-09-27 11:44:14,4665.9,472.92,26.12,50.45,6.51,49.0,105.3,12.15,1618.6,89.38,AGE-10,Pass,2070,Yield below target
467429523,924903,VAT-20,2023-12-11,2023-12-11 14:25:58,2023-12-11 07:07:48,5145.0,819.45,28.07,29.28,4.8,39.1,190.7,5.23,1629.7,32.86,AGE-05,Pass,2007,Yield below target
993002374,339528,VAT-18,2020-08-18,2020-08-18 04:51:20,2020-08-18 03:52:35,5004.9,792.47,34.36,24.79,5.76,54.0,105.6,4.53,919.9,5.16,AGE-08,Pass,2018,pH deviation
581885566,533415,VAT-13,2020-06-11,2020-06-11 13:32:49,2020-06-11 17:41:23,4923.1,530.65,24.63,45.67,6.47,33.1,49.4,1.7,1082.1,128.4,AGE-04,Fail,2030,Rework needed
902819128,358557,VAT-18,2024-12-04,2024-12-04 12:20:26,2024-12-04 17:43:46,5925.7,1136.88,35.55,33.16,4.8,37.1,12.6,10.85,1818.1,47.25,AGE-02,Conditional Pass,2071,Rework needed
386371985,103305,VAT-17,2022-03-17,2022-03-17 05:51:38,2022-03-18 14:52:27,4834.8,708.89,20.23,44.33,6.49,34.8,158.1,6.76,1617.6,105.42,AGE-06,Pass,2001,pH deviation
396867882,456003,VAT-19,2021-12-13,2021-12-13 15:40:46,2021-12-14 18:16:28,4393.4,650.8,39.3,46.69,5.69,42.2,44.5,8.92,620.0,80.72,AGE-10,Conditional Pass,2071,pH deviation
855266097,927452,VAT-17,2023-06-03,2023-06-03 12:12:55,2023-06-04 07:35:59,5256.7,625.46,24.23,74.47,4.89,42.7,32.2,2.25,743.3,57.2,AGE-10,Pass,2015,Excellent coagulation
751663338,691223,VAT-05,2022-09-06,2022-09-06 01:57:00,2022-09-06 21:53:49,5318.5,965.39,22.19,25.74,5.64,37.0,30.0,8.47,1474.1,5.83,AGE-06,Pass,2046,Premium grade
540899305,549042,VAT-16,2021-07-03,2021-07-03 05:32:00,2021-07-03 10:44:30,5753.7,633.03,43.11,52.64,6.0,49.5,25.9,10.57,1712.8,136.76,AGE-04,Pass,2077,pH deviation
962171952,113403,VAT-11,2022-12-04,2022-12-04 08:06:09,2022-12-04 13:11:27,6063.1,822.59,12.65,39.33,6.05,29.1,16.7,2.08,1446.0,75.49,AGE-02,Conditional Pass,2042,pH deviation
463742989,516531,VAT-18,2020-07-05,2020-07-05 21:18:32,2020-07-05 00:39:35,4832.6,855.36,11.41,55.52,6.23,47.3,72.5,12.42,1851.6,7.53,AGE-01,Pass,2030,Texture perfect
387359226,371526,VAT-10,2024-08-30,2024-08-30 14:04:10,2024-09-01 03:24:42,3561.7,651.37,16.86,69.44,5.32,38.0,69.1,6.11,1482.2,68.28,AGE-09,Pass,2013,Premium grade
820256131,568023,VAT-04,2021-06-09,2021-06-09 09:53:21,2021-06-09 21:18:22,5133.1,591.29,43.96,56.29,6.58,33.5,29.3,10.06,428.7,46.35,AGE-03,Pass,2011,Slight over-acidification
454319613,852897,VAT-05,2021-11-24,2021-11-24 16:33:54,2021-11-24 14:55:12,4201.3,651.18,39.82,50.14,5.66,30.2,60.8,4.64,1364.5,125.84,AGE-10,Conditional Pass,2048,Slight over-acidification
745549330,684330,VAT-12,2021-10-06,2021-10-06 20:44:05,2021-10-07 21:14:18,4248.1,523.19,41.24,33.32,6.5,29.9,122.2,13.27,1059.5,124.32,AGE-09,Pass,2021,Rework needed
180044306,135702,VAT-17,2020-03-29,2020-03-29 18:41:46,2020-03-29 02:14:28,6801.7,981.03,21.5,51.52,6.3,36.7,127.6,6.16,613.5,98.25,AGE-08,Pass,2005,Premium grade
953937164,374015,VAT-05,2021-05-01,2021-05-01 18:29:32,2021-05-02 21:00:30,3346.6,615.15,20.05,49.9,5.73,51.5,75.5,5.43,1463.0,118.12,AGE-10,Pass,2022,Texture perfect
972984956,828998,VAT-10,2020-08-08,2020-08-08 06:03:05,2020-08-08 10:59:34,3665.0,731.66,15.48,61.68,6.49,39.5,162.0,8.59,289.9,8.48,AGE-05,Pass,2049,Texture perfect
919432386,655729,VAT-05,2022-07-06,2022-07-06 18:15:55,2022-07-07 21:09:45,7375.0,939.43,16.48,37.82,5.07,37.6,157.3,4.64,1477.6,10.05,AGE-06,Rework,2036,Yield below target
271471291,592759,VAT-14,2022-04-14,2022-04-14 06:08:15,2022-04-15 15:42:23,7247.9,1406.05,31.62,59.28,4.91,54.8,101.5,8.06,767.4,26.95,AGE-04,Pass,2019,Normal batch
770203240,395175,VAT-18,2022-03-28,2022-03-28 22:15:54,2022-03-29 04:51:37,4465.3,544.09,13.98,26.48,6.15,48.7,33.4,1.47,1852.9,107.16,AGE-08,Rework,2076,Normal batch
757381981,422877,VAT-15,2024-10-15,2024-10-15 05:44:16,2024-10-15 10:07:20,1244.1,200.96,43.42,68.56,5.02,46.0,181.1,11.17,619.1,80.02,AGE-10,Pass,2039,Texture perfect
849195059,542998,VAT-08,2024-06-20,2024-06-20 16:23:32,2024-06-21 05:25:32,5258.9,1037.65,18.03,59.53,4.85,53.6,19.4,7.25,1164.2,71.39,AGE-04,Pass,2034,Excellent coagulation
587296757,976637,VAT-01,2023-05-05,2023-05-05 04:21:40,2023-05-06 12:30:07,6403.7,805.58,32.15,72.07,6.04,37.2,128.5,2.6,1995.7,65.75,AGE-08,Pass,2060,pH deviation
871063996,430721,VAT-12,2021-09-24,2021-09-24 07:24:15,2021-09-25 02:52:00,7007.5,1189.84,24.54,36.73,5.91,38.3,138.9,11.7,547.2,115.46,AGE-07,Fail,2033,Slight over-acidification
299261190,993868,VAT-20,2022-02-23,2022-02-23 23:26:57,2022-02-24 13:03:01,4759.2,568.13,17.91,44.98,5.57,46.0,115.5,13.35,642.0,106.24,AGE-06,Pass,2078,Premium grade
103882725,223914,VAT-08,2022-12-12,2022-12-12 04:36:43,2022-12-12 01:09:17,5051.3,890.98,22.54,29.7,5.83,28.6,135.7,9.47,1135.6,92.44,AGE-05,Pass,2071,Texture perfect
251711146,394517,VAT-11,2022-08-21,2022-08-21 14:43:39,2022-08-22 22:43:28,7126.1,630.15,21.3,64.05,5.06,34.7,162.1,1.13,1095.0,38.89,AGE-02,Pass,2045,Texture perfect
454238235,657091,VAT-09,2020-04-18,2020-04-18 01:25:22,2020-04-19 18:35:16,5461.6,532.64,15.61,45.78,5.5,50.1,146.5,4.99,1335.7,100.03,AGE-02,Pass,2077,Rework needed
462872112,868374,VAT-16,2020-10-03,2020-10-03 02:02:38,2020-10-03 01:58:22,4482.6,614.93,25.62,44.15,6.35,32.0,43.0,5.96,407.1,140.03,AGE-09,Pass,2073,Normal batch
130390400,791657,VAT-19,2023-08-06,2023-08-06 19:13:27,2023-08-06 18:04:54,5323.8,996.76,16.86,46.12,5.56,54.5,98.8,5.64,605.4,10.21,AGE-04,Conditional Pass,2020,Yield below target
888526000,549160,VAT-10,2022-05-20,2022-05-20 23:50:13,2022-05-20 12:33:42,6450.9,842.11,25.51,43.17,6.35,38.2,173.0,11.66,1535.2,75.81,AGE-03,Pass,2005,Slight over-acidification
483670914,997534,VAT-18,2021-04-21,2021-04-21 08:55:46,2021-04-21 08:15:54,7408.9,858.05,11.37,51.85,6.76,39.8,27.4,6.92,1207.4,59.27,AGE-03,Pass,2015,Premium grade
347611868,318565,VAT-06,2023-10-19,2023-10-19 21:32:26,2023-10-20 07:35:57,4363.5,820.13,33.91,60.47,4.98,28.9,195.6,2.32,340.0,86.77,AGE-08,Fail,2061,Excellent coagulation
111280405,406115,VAT-08,2021-09-03,2021-09-03 09:57:30,2021-09-04 14:06:03,1858.6,314.3,29.26,47.22,5.83,49.4,80.9,9.91,1315.1,120.72,AGE-08,Pass,2075,Slight over-acidification
147586177,977131,VAT-09,2024-02-14,2024-02-14 09:16:58,2024-02-14 06:30:43,3412.9,647.57,25.82,38.62,6.71,28.4,79.6,6.98,503.9,108.18,AGE-08,Conditional Pass,2029,Premium grade
934601002,152018,VAT-19,2024-10-09,2024-10-09 15:03:30,2024-10-09 19:49:08,4385.8,594.27,30.68,39.33,6.57,45.6,194.8,9.11,974.5,74.2,AGE-10,Fail,2075,Excellent coagulation
937339971,348084,VAT-18,2023-06-27,2023-06-27 16:44:14,2023-06-28 00:49:54,5557.3,918.41,37.75,63.87,6.72,39.7,100.2,4.08,130.3,96.6,AGE-03,Pass,2025,Slight over-acidification
905579947,438602,VAT-10,2023-05-16,2023-05-16 07:59:46,2023-05-17 10:27:43,6105.6,599.91,24.39,42.87,6.55,43.4,141.4,13.33,461.7,63.98,AGE-06,Fail,2028,pH deviation
544978047,121212,VAT-05,2024-05-22,2024-05-22 21:29:13,2024-05-23 20:53:54,4427.2,698.57,22.33,49.96,5.98,53.3,73.3,13.99,1892.6,121.53,AGE-03,Pass,2064,Texture perfect
710563834,463774,VAT-13,2020-08-23,2020-08-23 08:53:15,2020-08-24 21:43:22,4040.7,718.43,19.66,67.89,5.64,34.0,138.6,7.74,311.1,105.2,AGE-02,Pass,2040,Rework needed
925985139,783220,VAT-03,2020-02-08,2020-02-08 00:36:29,2020-02-08 15:27:38,6997.6,1093.74,10.29,39.51,6.78,29.5,181.6,4.1,1240.8,78.22,AGE-09,Pass,2060,Slight over-acidification
757931075,348020,VAT-05,2023-02-03,2023-02-03 02:33:35,2023-02-04 09:04:50,7627.6,770.15,11.87,34.6,5.99,32.8,196.0,10.16,964.8,144.05,AGE-09,Pass,2004,pH deviation
498094993,527294,VAT-10,2022-07-10,2022-07-10 01:42:25,2022-07-11 14:51:25,5444.9,704.08,44.9,34.08,5.12,31.4,21.7,4.27,1353.8,134.69,AGE-01,Pass,2062,Yield below target
762756640,277270,VAT-08,2024-06-06,2024-06-06 09:14:34,2024-06-07 03:56:57,4858.0,797.13,27.8,23.96,5.03,37.5,145.5,11.04,601.8,122.5,AGE-03,Pass,2016,Normal batch
703906340,191948,VAT-13,2022-04-07,2022-04-07 04:12:52,2022-04-08 20:25:20,2893.2,570.9,13.55,27.18,6.24,33.3,117.5,7.0,1981.1,36.05,AGE-06,Pass,2063,Rework needed
237877935,317429,VAT-10,2022-12-09,2022-12-09 00:46:11,2022-12-09 04:12:53,3027.0,578.8,30.47,50.97,5.09,45.9,74.2,6.62,1043.4,84.35,AGE-04,Pass,2032,Slight over-acidification
379301160,726609,VAT-14,2020-07-31,2020-07-31 18:02:17,2020-07-31 15:02:20,3349.8,526.83,15.77,52.28,5.98,43.7,42.6,14.9,412.8,127.94,AGE-02,Pass,2054,Excellent coagulation
926405450,172311,VAT-18,2023-10-10,2023-10-10 13:00:53,2023-10-11 03:58:33,5807.2,606.67,31.22,63.33,5.66,51.0,158.8,10.01,1238.8,16.09,AGE-06,Pass,2050,pH deviation
443025064,366586,VAT-16,2022-12-10,2022-12-10 19:16:58,2022-12-11 11:13:23,4893.7,480.3,13.6,54.87,5.04,44.1,57.7,3.02,1243.3,134.85,AGE-01,Conditional Pass,2061,Normal batch
317725946,751393,VAT-18,2021-04-07,2021-04-07 08:04:49,2021-04-08 23:39:15,7498.4,1098.16,39.18,61.07,6.52,43.3,51.7,8.73,517.6,139.79,AGE-02,Pass,2013,Premium grade
457383958,161234,VAT-09,2023-12-28,2023-12-28 02:43:10,2023-12-28 18:48:14,3859.8,718.02,41.25,60.1,6.06,52.3,145.3,6.22,440.5,54.86,AGE-09,Pass,2039,Rework needed
321243715,636651,VAT-15,2024-08-02,2024-08-02 15:43:11,2024-08-03 01:40:14,3318.0,387.47,36.98,57.56,5.81,29.2,177.5,13.09,371.0,28.28,AGE-06,Fail,2029,Excellent coagulation
852120149,412530,VAT-05,2023-04-13,2023-04-13 16:12:33,2023-04-13 18:18:20,4558.9,754.95,41.15,48.08,6.48,50.8,195.8,11.34,1509.7,96.7,AGE-06,Pass,2078,pH deviation
415786020,221176,VAT-03,2020-09-06,2020-09-06 01:41:18,2020-09-07 18:24:42,5871.1,966.05,21.4,27.65,5.74,48.8,113.3,4.79,251.1,149.31,AGE-07,Pass,2064,Excellent coagulation
679429728,711749,VAT-01,2022-11-18,2022-11-18 16:17:00,2022-11-18 16:30:37,3140.9,382.48,31.47,41.61,5.61,44.1,69.2,3.51,1314.9,98.75,AGE-02,Pass,2047,Premium grade
809401356,303482,VAT-17,2020-12-07,2020-12-07 21:01:32,2020-12-07 07:24:31,4821.3,570.3,19.92,62.16,6.0,32.9,20.1,6.9,1705.0,101.28,AGE-07,Pass,2003,Rework needed
330397695,283857,VAT-01,2023-02-10,2023-02-10 03:22:12,2023-02-10 15:28:16,4914.1,729.96,20.87,48.7,5.95,37.7,157.6,3.98,994.8,112.77,AGE-05,Pass,2023,Premium grade
316484653,834479,VAT-02,2021-02-16,2021-02-16 20:52:55,2021-02-17 10:15:00,4270.0,749.08,18.08,33.7,6.29,28.5,108.8,13.05,283.6,79.49,AGE-05,Pass,2024,Normal batch
284978017,441556,VAT-01,2024-12-21,2024-12-21 07:27:57,2024-12-22 23:03:29,5857.8,704.3,22.14,66.8,6.8,32.3,30.5,6.93,1309.4,131.38,AGE-04,Rework,2069,Yield below target
102905872,481065,VAT-08,2022-04-21,2022-04-21 14:10:40,2022-04-22 10:09:41,1639.0,185.2,18.93,38.03,6.61,29.0,141.8,14.31,1778.7,57.52,AGE-03,Pass,2059,Premium grade
860587584,295325,VAT-02,2022-03-26,2022-03-26 08:54:17,2022-03-26 14:45:34,4518.4,364.97,26.67,29.84,6.24,42.7,170.2,1.16,1166.0,7.84,AGE-07,Pass,2006,Texture perfect
304197543,722097,VAT-04,2024-09-26,2024-09-26 16:55:09,2024-09-27 10:45:24,3827.8,471.9,36.87,33.12,5.3,50.9,52.4,5.69,341.9,81.07,AGE-01,Pass,2020,Texture perfect
833171612,258236,VAT-18,2024-04-30,2024-04-30 07:41:34,2024-04-30 12:25:40,7283.3,681.96,10.41,60.1,5.46,42.6,126.2,9.31,604.1,107.59,AGE-09,Pass,2033,Texture perfect
500111764,637685,VAT-17,2023-10-14,2023-10-14 21:37:35,2023-10-14 09:22:26,1746.1,317.72,34.91,66.9,5.16,43.5,72.9,2.83,1778.5,77.97,AGE-03,Rework,2018,Premium grade
114610923,335930,VAT-03,2020-12-28,2020-12-28 05:24:12,2020-12-30 20:58:11,4709.6,620.09,39.9,44.27,6.56,47.6,140.0,12.86,1836.5,129.16,AGE-09,Pass,2021,Premium grade
757449491,505375,VAT-18,2024-07-10,2024-07-10 23:42:56,2024-07-11 05:31:24,4934.0,827.01,35.16,23.79,5.59,41.1,122.6,10.9,507.2,121.95,AGE-05,Pass,2062,Yield below target
644677618,879572,VAT-18,2022-05-27,2022-05-27 18:18:20,2022-05-27 20:23:06,6786.6,728.36,21.66,58.07,5.26,34.8,175.2,11.45,1053.8,54.73,AGE-04,Pass,2064,Slight over-acidification
932350604,312396,VAT-03,2022-09-07,2022-09-07 00:48:47,2022-09-07 09:16:42,3429.8,515.66,37.37,56.86,4.87,38.4,178.0,9.79,175.8,75.14,AGE-10,Pass,2045,Rework needed
927151152,277041,VAT-05,2023-10-23,2023-10-23 22:17:18,2023-10-23 09:26:13,6569.9,1298.38,43.7,42.32,6.06,28.8,167.2,13.28,710.1,77.34,AGE-06,Conditional Pass,2045,Premium grade
911568288,516531,VAT-19,2024-09-02,2024-09-02 06:44:33,2024-09-02 05:28:16,6851.4,657.87,40.22,71.0,6.49,32.4,27.2,5.52,1866.7,51.9,AGE-03,Pass,2068,Excellent coagulation
798298359,860697,VAT-03,2023-02-09,2023-02-09 03:22:36,2023-02-10 10:04:25,4118.5,621.46,41.17,22.76,6.58,40.5,94.2,3.97,1658.9,24.36,AGE-03,Pass,2038,Texture perfect
648793717,846382,VAT-01,2023-10-19,2023-10-19 15:10:19,2023-10-19 13:09:49,4810.2,838.61,30.62,52.68,6.19,47.3,191.8,8.12,1859.8,57.82,AGE-10,Pass,2074,Rework needed
157434267,890028,VAT-08,2020-06-29,2020-06-29 11:10:52,2020-06-30 18:48:22,5656.7,582.68,10.27,65.1,6.34,33.5,48.4,9.13,1064.5,72.38,AGE-07,Pass,2036,pH deviation
576561607,999806,VAT-07,2022-06-23,2022-06-23 06:47:03,2022-06-24 21:36:41,5790.0,1137.64,16.84,65.63,6.79,28.8,170.0,3.04,279.6,20.16,AGE-08,Pass,2015,Normal batch
926147797,475431,VAT-12,2024-02-21,2024-02-21 08:42:36,2024-02-22 14:47:07,4638.9,513.74,15.21,60.09,6.5,33.7,139.7,9.48,1333.8,42.25,AGE-06,Pass,2062,Excellent coagulation
228071411,889040,VAT-14,2022-11-21,2022-11-21 21:21:19,2022-11-22 07:33:23,4550.6,514.3,21.21,73.68,5.7,54.1,184.9,5.49,1344.5,106.3,AGE-01,Pass,2068,Excellent coagulation
360716673,418913,VAT-18,2022-07-10,2022-07-10 20:01:45,2022-07-12 15:36:29,5710.6,916.23,13.35,20.31,5.34,31.3,151.9,12.75,1787.5,15.64,AGE-01,Pass,2075,Rework needed
917365009,392189,VAT-18,2021-08-10,2021-08-10 02:21:15,2021-08-11 03:53:07,9863.9,1492.86,36.61,38.16,6.06,42.2,184.1,3.97,1424.0,83.88,AGE-07,Pass,2059,Excellent coagulation
