customer_id,customer_code,company_name,segment,tier,city,province,registration_date,credit_limit_idr,payment_terms_days,is_active,sales_rep_id,annual_revenue_idr,preferred_delivery,cold_chain_required,tax_id,contact_phone,email_domain,last_order_date,notes
77767798,CUST195889,PT Lestari Sejati,Distributor,Gold,Bandung,Sumatera Utara,2023-11-30,6450000.0,90,Yes,5051,3876500000.0,2-3 Days,No,30589993280765,082436098451,company.co.id,2022-10-29,Key account
30909558,CUST189428,CV Lestari Mandiri,Industrial,Silver,Jakarta,Jawa Timur,2011-07-05,63540000.0,7,Yes,5068,23830400000.0,2-3 Days,No,13717832321693,081077939314,company.co.id,2022-10-23,Dormant
47522945,CUST775291,Toko Segar Cemerlang,E-Commerce,Gold,Denpasar,Sumatera Utara,2020-12-04,48960000.0,21,Yes,5022,1940600000.0,2-3 Days,Yes,93052123877224,086002072681,company.co.id,2024-11-05,Key account
42116225,CUST137205,CV Makmur Mandiri,Distributor,Silver,Jakarta,Sumatera Selatan,2019-11-22,4810000.0,21,Yes,5077,3412000000.0,Monthly,Yes,51395989749378,081144780043,yahoo.com,2022-01-22,Loyal customer
48112775,CUST700143,UD Sejahtera Sentosa,HoReCa,Bronze,Surabaya,Sumatera Selatan,2020-01-18,77070000.0,21,Yes,5004,202300000.0,Next Day,Yes,93618372052164,083320300762,yahoo.com,2024-11-13,Key account
75310218,CUST558278,PT Unggul Nusantara,E-Commerce,Silver,Denpasar,Jawa Barat,2011-04-25,18700000.0,7,Yes,5054,1310800000.0,Fortnightly,Yes,54793326869730,087373435596,business.id,2023-10-31,Slow payer
58369163,CUST722632,Toko Lestari Nusantara,HoReCa,New,Denpasar,Sumatera Selatan,2010-09-14,71790000.0,60,Yes,5008,907200000.0,2-3 Days,No,39041885271445,088766598902,outlook.com,2023-08-31,Seasonal buyer
86418575,CUST473149,CV Maju Sentosa,E-Commerce,Silver,Bandung,Sulawesi Selatan,2010-05-14,45900000.0,0,Yes,5059,4553500000.0,2-3 Days,No,56267631301229,084468789757,yahoo.com,2022-06-06,Seasonal buyer
85238930,CUST466529,CV Sejahtera Cemerlang,Industrial,Silver,Makassar,Jawa Tengah,2012-05-17,183950000.0,7,Yes,5038,702100000.0,Weekly,Yes,48359336611173,082848605539,yahoo.com,2022-08-09,Slow payer
96806038,CUST109687,PT Makmur Pratama,Modern Trade,Silver,Balikpapan,Sulawesi Selatan,2015-10-02,177790000.0,21,No,5059,134900000.0,2-3 Days,No,17273686164437,088548835078,outlook.com,2024-11-17,Slow payer
15934622,CUST266945,UD Makmur Persada,E-Commerce,Gold,Palembang,Sumatera Selatan,2012-06-29,9650000.0,0,No,5026,227600000.0,Next Day,Yes,30198760914980,087961385265,gmail.com,2022-06-01,Key account
99329187,CUST177294,PT Prima Nusantara,E-Commerce,Gold,Surabaya,Kalimantan Timur,2020-03-30,25890000.0,45,Yes,5077,823500000.0,Fortnightly,Yes,70813443842404,083825192792,business.id,2024-02-27,Key account
27206820,CUST385275,PT Sejahtera Indonesia,Distributor,New,Surabaya,Sumatera Selatan,2011-10-08,90850000.0,45,Yes,5021,1208100000.0,Next Day,No,59199994176357,08677987435,business.id,2024-12-11,Dormant
87827628,CUST246172,CV Prima Sentosa,Traditional Trade,Bronze,Jakarta,Bali,2020-11-27,23920000.0,14,Yes,5073,2923800000.0,Monthly,Yes,78138450206683,084449660310,yahoo.com,2022-07-17,Growth potential
10593453,CUST211527,CV Abadi Mandiri,Modern Trade,Gold,Jakarta,DIY,2023-04-13,9060000.0,60,Yes,5073,297600000.0,2-3 Days,No,36588184512013,087285289710,business.id,2022-10-25,Key account
84157621,CUST272822,Toko Sejahtera Persada,Modern Trade,Silver,Bandung,Bali,2017-12-27,24710000.0,45,Yes,5035,1373300000.0,Next Day,Yes,48969948372049,086871040955,outlook.com,2023-07-11,Slow payer
24782015,CUST908004,PT Prima Persada,Modern Trade,Silver,Medan,Jawa Tengah,2013-09-27,2280000.0,90,Yes,5009,1362700000.0,Weekly,Yes,10071910656138,085612994282,business.id,2024-04-08,Loyal customer
23438527,CUST815086,PT Berkah Pratama,HoReCa,Gold,Batam,DIY,2015-01-29,13850000.0,7,No,5025,1428200000.0,Weekly,No,68741124928863,08111776345,company.co.id,2024-01-20,Loyal customer
86353094,CUST227535,CV Maju Utama,Direct Consumer,Bronze,Balikpapan,Jawa Tengah,2011-09-15,9440000.0,7,Yes,5048,377000000.0,Monthly,Yes,76623674209161,086980829932,yahoo.com,2024-08-28,Key account
68592840,CUST125250,Toko Lestari Murni,Traditional Trade,Bronze,Medan,Sumatera Selatan,2021-05-03,24230000.0,90,Yes,5017,206500000.0,Next Day,Yes,38313627973647,085475951423,gmail.com,2024-01-25,Dormant
10298571,CUST709106,Toko Lestari Persada,Traditional Trade,Bronze,Medan,Sulawesi Selatan,2016-08-06,19630000.0,21,Yes,5049,110300000.0,Next Day,Yes,66139461235942,081336055808,outlook.com,2024-10-06,Growth potential
36447436,CUST217651,CV Berkah Pratama,E-Commerce,New,Denpasar,DKI Jakarta,2013-02-12,6750000.0,45,Yes,5064,50900000.0,Weekly,Yes,91727027309474,089287985041,gmail.com,2024-12-19,VIP
93627598,CUST375739,PT Maju Pratama,HoReCa,Bronze,Jakarta,Jawa Barat,2014-03-15,10560000.0,45,Yes,5077,7422300000.0,2-3 Days,No,86635599421376,08983900596,business.id,2022-05-18,Dormant
58959054,CUST992988,CV Prima Sejati,E-Commerce,Silver,Bandung,Bali,2022-03-24,187890000.0,21,Yes,5054,146700000.0,Next Day,No,70474977059754,08303564240,gmail.com,2022-07-13,Dormant
22062289,CUST989139,Toko Berkah Sentosa,Direct Consumer,Bronze,Semarang,Jawa Timur,2015-10-19,106170000.0,0,Yes,5076,11219700000.0,Next Day,No,94239910621097,085225831581,outlook.com,2022-10-23,Dormant
76653779,CUST956108,UD Berkah Cemerlang,HoReCa,Silver,Bandung,Jawa Barat,2021-09-22,83700000.0,90,Yes,5012,14900000.0,Weekly,Yes,60897127399965,081537573328,outlook.com,2024-04-28,Growth potential
88188117,CUST353999,Toko Unggul Utama,Traditional Trade,Gold,Surabaya,Jawa Timur,2010-02-05,4660000.0,21,Yes,5022,832700000.0,Monthly,Yes,87094147250893,082501433856,yahoo.com,2023-05-30,Slow payer
36676824,CUST634494,PT Makmur Pratama,Export,Gold,Medan,Bali,2012-11-13,136860000.0,30,No,5075,708000000.0,Weekly,Yes,52171734845431,089111396292,yahoo.com,2022-08-13,Growth potential
97854684,CUST420313,Toko Sejahtera Sejati,Distributor,Silver,Jakarta,Sumatera Selatan,2017-10-06,98900000.0,7,Yes,5060,5413800000.0,Next Day,Yes,96767203813151,085624533387,gmail.com,2023-12-25,Loyal customer
26879199,CUST140360,PT Unggul Utama,Traditional Trade,Bronze,Makassar,Bali,2022-08-31,37970000.0,60,Yes,5043,896000000.0,Fortnightly,No,49179102935212,082130734004,business.id,2023-04-24,Key account
63513827,CUST512304,UD Unggul Murni,Distributor,Bronze,Jakarta,Jawa Timur,2017-10-21,10320000.0,45,Yes,5076,889300000.0,Weekly,Yes,96142739464588,087352227911,yahoo.com,2023-07-27,Growth potential
98116845,CUST163271,CV Maju Utama,Distributor,Platinum,Makassar,Sulawesi Selatan,2013-06-28,4450000.0,60,Yes,5009,142600000.0,2-3 Days,No,58650268596706,089925546822,outlook.com,2024-07-25,Slow payer
36545781,CUST925963,CV Jaya Cemerlang,HoReCa,Silver,Makassar,DIY,2017-02-09,15730000.0,30,Yes,5043,9637600000.0,Fortnightly,Yes,17542861684728,085450887845,yahoo.com,2024-04-10,Growth potential
19473654,CUST872618,CV Lestari Mandiri,Modern Trade,New,Jakarta,Bali,2022-01-03,3820000.0,90,Yes,5037,641500000.0,Weekly,No,39449628020210,081703714203,outlook.com,2024-09-18,Growth potential
90088702,CUST627610,CV Abadi Sentosa,HoReCa,Bronze,Makassar,Jawa Timur,2017-10-30,106280000.0,0,Yes,5047,152100000.0,2-3 Days,Yes,53883469378012,08146119630,business.id,2023-08-06,Loyal customer
26715394,CUST239503,Toko Unggul Nusantara,E-Commerce,Bronze,Jakarta,Sumatera Utara,2010-07-01,87940000.0,21,No,5031,1319400000.0,Next Day,Yes,10254628343051,085689761645,company.co.id,2024-03-30,Seasonal buyer
59843843,CUST616879,Toko Sejahtera Murni,HoReCa,Platinum,Surabaya,Bali,2012-01-10,20330000.0,21,Yes,5025,333200000.0,Monthly,No,22012915055305,083843231197,outlook.com,2024-11-05,Growth potential
88155400,CUST696833,Toko Unggul Utama,Export,Silver,Bandung,Sulawesi Selatan,2017-10-31,4650000.0,30,Yes,5023,335400000.0,2-3 Days,No,70587820110887,087915801374,outlook.com,2022-01-17,Key account
33498389,CUST960835,UD Maju Sejati,E-Commerce,Gold,Surabaya,Kalimantan Timur,2018-09-07,15070000.0,7,Yes,5050,230300000.0,Weekly,No,56028227399788,082596686936,business.id,2024-10-27,VIP
43230490,CUST688529,PT Abadi Indonesia,Traditional Trade,Platinum,Denpasar,Jawa Tengah,2021-03-05,20450000.0,45,Yes,5018,6663000000.0,Fortnightly,No,37704063759204,082481677176,company.co.id,2022-11-25,Dormant
88548635,CUST930822,CV Makmur Sentosa,Traditional Trade,New,Surabaya,Bali,2012-01-18,50400000.0,21,Yes,5078,14892300000.0,Weekly,No,60060915707508,085205429454,outlook.com,2023-11-21,Seasonal buyer
66037018,CUST165861,Toko Sejahtera Mandiri,Modern Trade,Silver,Surabaya,Bali,2013-08-30,58530000.0,0,Yes,5007,266300000.0,Weekly,Yes,72849892156264,081832355138,outlook.com,2022-04-17,VIP
34809115,CUST507235,CV Maju Sentosa,Industrial,Platinum,Jakarta,Sulawesi Selatan,2018-01-11,7880000.0,45,Yes,5039,723000000.0,2-3 Days,No,43867173623796,085817673647,business.id,2024-03-06,Dormant
19277083,CUST978081,Toko Sejahtera Indonesia,Export,Silver,Jakarta,Sumatera Selatan,2013-10-31,51350000.0,60,Yes,5065,127400000.0,2-3 Days,No,90378863258854,089755174122,gmail.com,2023-08-26,VIP
21636384,CUST150455,Toko Lestari Sentosa,Distributor,Gold,Manado,Sumatera Utara,2018-09-19,15860000.0,7,Yes,5007,8975900000.0,Fortnightly,Yes,89925925663121,088853740813,gmail.com,2023-10-22,Dormant
88319264,CUST242458,CV Abadi Persada,Distributor,Bronze,Bandung,DKI Jakarta,2021-05-28,225420000.0,45,Yes,5066,3298500000.0,2-3 Days,Yes,32426248497810,081707934868,yahoo.com,2022-12-05,Growth potential
96642343,CUST275131,Toko Unggul Persada,Traditional Trade,Silver,Makassar,Bali,2016-04-03,25410000.0,90,No,5072,1677900000.0,2-3 Days,No,49732127828847,083340624078,outlook.com,2023-08-25,Seasonal buyer
52372775,CUST272324,CV Jaya Mandiri,Export,Silver,Jakarta,Bali,2014-10-01,1430000.0,0,Yes,5031,477300000.0,2-3 Days,Yes,82628494500420,082707764353,gmail.com,2023-06-21,Price sensitive
72164651,CUST398724,CV Sejahtera Sejati,E-Commerce,Bronze,Semarang,Sulawesi Selatan,2018-09-25,38630000.0,21,Yes,5052,3386800000.0,Weekly,No,77687096863794,085145139058,company.co.id,2022-02-15,Dormant
23930159,CUST409933,PT Sejahtera Utama,Traditional Trade,Silver,Makassar,Jawa Barat,2012-08-12,7780000.0,21,Yes,5045,4457000000.0,Next Day,No,79341469095174,085650558214,yahoo.com,2024-05-16,Price sensitive
95790388,CUST979828,PT Abadi Nusantara,HoReCa,Silver,Batam,Jawa Tengah,2011-04-11,24230000.0,21,Yes,5074,1086600000.0,2-3 Days,Yes,57738106288093,089831789153,gmail.com,2024-04-04,Loyal customer
74294582,CUST707702,Toko Abadi Sentosa,Modern Trade,New,Jakarta,Sumatera Utara,2012-04-25,114060000.0,90,Yes,5049,219800000.0,2-3 Days,No,98762526242994,086437330655,gmail.com,2023-10-03,VIP
61777212,CUST474336,UD Lestari Cemerlang,E-Commerce,Silver,Jakarta,DKI Jakarta,2012-05-11,44260000.0,21,Yes,5014,87800000.0,2-3 Days,Yes,52771872755273,08230781936,gmail.com,2022-11-08,Dormant
23143743,CUST284200,Toko Lestari Mandiri,Export,Silver,Makassar,DIY,2010-06-11,14250000.0,0,No,5021,264400000.0,2-3 Days,Yes,56536348279019,083548629946,outlook.com,2022-12-14,Price sensitive
70329664,CUST182754,Toko Jaya Pratama,Industrial,New,Bandung,Bali,2018-04-18,15250000.0,14,Yes,5012,2720500000.0,2-3 Days,No,58471761791738,085194623405,business.id,2024-01-25,Loyal customer
93234502,CUST313176,CV Makmur Cemerlang,E-Commerce,Gold,Palembang,Sumatera Selatan,2017-07-19,62590000.0,0,Yes,5058,3228700000.0,Monthly,No,15601888415277,085817502991,outlook.com,2023-09-03,Growth potential
69641550,CUST339944,CV Maju Nusantara,Direct Consumer,New,Bandung,DKI Jakarta,2019-09-24,4730000.0,7,Yes,5012,443700000.0,Next Day,No,40255478112253,082477108422,business.id,2022-10-17,VIP
50275673,CUST116350,Toko Berkah Utama,E-Commerce,Bronze,Balikpapan,Sumatera Selatan,2013-10-02,23500000.0,21,Yes,5007,622500000.0,Weekly,No,78153856876559,085437907258,gmail.com,2022-08-01,Slow payer
29893978,CUST302316,CV Segar Cemerlang,Traditional Trade,Gold,Jakarta,Sumatera Selatan,2013-11-20,2090000.0,7,Yes,5017,59400000.0,2-3 Days,No,63124152004719,08837153968,company.co.id,2024-11-18,VIP
26060132,CUST240328,CV Makmur Pratama,Modern Trade,Silver,Jakarta,Sumatera Selatan,2021-10-29,16100000.0,30,Yes,5052,410700000.0,2-3 Days,No,56624385635617,08246352021,business.id,2023-04-10,Key account
85796202,CUST292783,CV Unggul Utama,Distributor,Bronze,Bandung,Jawa Tengah,2022-01-17,105820000.0,30,No,5067,320900000.0,Weekly,Yes,27898432099390,08430549147,company.co.id,2023-01-22,Seasonal buyer
74491244,CUST587152,UD Jaya Nusantara,E-Commerce,Silver,Jakarta,Jawa Barat,2017-04-02,3080000.0,21,No,5070,601300000.0,Next Day,No,81687327165018,089127650045,yahoo.com,2024-06-03,Slow payer
40314222,CUST718738,CV Sejahtera Murni,HoReCa,New,Denpasar,Bali,2017-12-29,40510000.0,14,Yes,5066,399100000.0,Monthly,No,55293129057568,083906428716,outlook.com,2024-05-11,Slow payer
49030514,CUST327531,Toko Segar Indonesia,E-Commerce,Silver,Jakarta,Bali,2019-04-03,112390000.0,90,No,5037,172400000.0,Fortnightly,Yes,50059082263210,085190302857,company.co.id,2023-10-27,Seasonal buyer
75441531,CUST458485,CV Sejahtera Cemerlang,Modern Trade,Silver,Denpasar,Sulawesi Selatan,2023-08-05,6870000.0,45,No,5006,255500000.0,Next Day,Yes,58592138401936,082640373385,yahoo.com,2022-09-05,Dormant
15181180,CUST326917,UD Lestari Pratama,Distributor,Bronze,Manado,Kalimantan Timur,2020-04-04,113200000.0,60,No,5056,1527900000.0,Monthly,Yes,49038247911516,081890926768,yahoo.com,2023-03-31,Key account
72492416,CUST570293,CV Berkah Murni,HoReCa,Platinum,Surabaya,Jawa Timur,2017-09-03,45830000.0,7,Yes,5054,222700000.0,Weekly,No,70170896683645,083090132120,yahoo.com,2024-06-18,Slow payer
49259907,CUST837548,PT Lestari Murni,Industrial,Bronze,Balikpapan,DKI Jakarta,2017-05-04,104810000.0,0,Yes,5045,127100000.0,Weekly,Yes,97130950882628,081612183014,gmail.com,2023-04-09,VIP
55584134,CUST456240,CV Lestari Indonesia,Modern Trade,Silver,Jakarta,Sulawesi Selatan,2012-01-15,6580000.0,14,Yes,5034,1899500000.0,2-3 Days,Yes,81063872956373,081077800796,company.co.id,2022-12-23,Key account
18392455,CUST426647,PT Sejahtera Sejati,Modern Trade,Silver,Yogyakarta,Jawa Tengah,2021-10-30,15950000.0,14,No,5056,4924600000.0,Weekly,No,54431356824945,083396101763,company.co.id,2023-08-08,Key account
57877896,CUST517004,Toko Segar Indonesia,Modern Trade,Silver,Palembang,Sumatera Utara,2012-06-11,58860000.0,0,Yes,5025,2523500000.0,Weekly,Yes,65801832845400,084630474988,gmail.com,2023-11-17,Slow payer
99558793,CUST967767,UD Berkah Indonesia,E-Commerce,Gold,Bandung,DKI Jakarta,2021-12-19,14190000.0,0,Yes,5056,144700000.0,Weekly,No,18707666463831,08489905891,business.id,2022-06-20,Loyal customer
82224529,CUST770005,CV Abadi Mandiri,Industrial,Bronze,Palembang,Bali,2018-04-27,158180000.0,7,No,5032,633100000.0,2-3 Days,Yes,80835868241859,08382629240,yahoo.com,2022-10-13,Dormant
51258770,CUST631954,Toko Abadi Murni,HoReCa,Gold,Medan,Kalimantan Timur,2010-12-12,142410000.0,45,Yes,5021,2214400000.0,Weekly,Yes,36000434351818,083104238936,company.co.id,2023-01-26,Slow payer
34973079,CUST672581,Toko Lestari Nusantara,Modern Trade,Silver,Medan,Sulawesi Selatan,2019-12-23,73140000.0,45,Yes,5047,1496600000.0,Fortnightly,Yes,16638137237865,088208407330,company.co.id,2022-03-01,Loyal customer
22193565,CUST616266,Toko Abadi Nusantara,Distributor,Bronze,Surabaya,DIY,2017-06-21,43680000.0,90,Yes,5064,1133800000.0,Weekly,No,24985160788262,084107692590,company.co.id,2023-11-17,Dormant
99329442,CUST384292,Toko Maju Pratama,E-Commerce,Bronze,Bandung,Jawa Timur,2017-11-29,110160000.0,30,Yes,5051,709400000.0,Weekly,No,17492012948287,086155686450,outlook.com,2024-04-13,VIP
87729576,CUST198230,CV Lestari Cemerlang,Direct Consumer,Silver,Yogyakarta,Sulawesi Selatan,2014-08-19,7180000.0,21,No,5036,112900000.0,Weekly,No,71122761262400,088385374073,gmail.com,2022-11-26,Price sensitive
76686763,CUST297367,Toko Segar Mandiri,HoReCa,Bronze,Jakarta,Jawa Barat,2010-12-11,20800000.0,30,Yes,5076,637500000.0,Weekly,Yes,70458919622675,084801294132,yahoo.com,2022-04-13,Loyal customer
45262252,CUST596086,Toko Jaya Pratama,HoReCa,New,Bandung,Jawa Barat,2016-04-10,3340000.0,60,Yes,5063,140700000.0,Fortnightly,Yes,23360024179565,082592668042,company.co.id,2024-09-28,Key account
21243310,CUST980509,PT Maju Sejati,Industrial,New,Surabaya,Bali,2018-06-24,8170000.0,90,Yes,5008,489600000.0,2-3 Days,Yes,46683458539772,086736710213,outlook.com,2023-02-24,Dormant
85468591,CUST410664,Toko Prima Murni,Distributor,Platinum,Manado,Jawa Barat,2014-05-10,16290000.0,45,Yes,5063,472600000.0,2-3 Days,No,40002992671314,082699789143,yahoo.com,2024-11-20,Growth potential
30320048,CUST749223,UD Berkah Indonesia,Traditional Trade,Platinum,Bandung,Sumatera Selatan,2015-08-23,9830000.0,0,Yes,5055,219300000.0,2-3 Days,Yes,94850277304999,086261113803,outlook.com,2023-03-09,Loyal customer
95430066,CUST112066,Toko Segar Pratama,Traditional Trade,Bronze,Semarang,Bali,2015-08-25,60670000.0,45,Yes,5060,186300000.0,Next Day,Yes,12957445288453,082839740164,business.id,2022-10-21,Growth potential
73934260,CUST921235,UD Makmur Utama,HoReCa,Silver,Palembang,Sumatera Selatan,2023-09-12,243480000.0,0,Yes,5024,151800000.0,Weekly,Yes,64020969254904,083690995945,yahoo.com,2024-04-17,Seasonal buyer
20686260,CUST512461,Toko Makmur Persada,Distributor,Silver,Batam,Sumatera Utara,2018-01-16,2490000.0,0,Yes,5019,16600000.0,2-3 Days,Yes,37923885939989,088396013252,business.id,2023-08-26,Dormant
27174326,CUST645538,Toko Abadi Sentosa,Modern Trade,Platinum,Medan,Sumatera Utara,2011-09-12,9610000.0,21,Yes,5026,342500000.0,2-3 Days,Yes,21384954481579,083376062011,outlook.com,2024-09-08,Key account
60335543,CUST308770,Toko Jaya Sejati,Industrial,Platinum,Palembang,Sulawesi Selatan,2010-02-13,54190000.0,0,Yes,5001,1155000000.0,Weekly,No,58905549745128,081312456104,gmail.com,2024-01-10,Price sensitive
71116217,CUST264077,PT Berkah Cemerlang,Traditional Trade,Platinum,Jakarta,Jawa Barat,2019-10-31,89880000.0,60,Yes,5011,231900000.0,Fortnightly,Yes,71162416804808,082284306938,business.id,2023-10-06,Growth potential
27141564,CUST909107,PT Abadi Mandiri,HoReCa,Gold,Surabaya,Bali,2010-09-27,344970000.0,21,Yes,5075,1704800000.0,Monthly,No,56974590654260,08850049455,company.co.id,2023-03-08,Growth potential
50177471,CUST243375,Toko Jaya Sentosa,HoReCa,Silver,Semarang,Kalimantan Timur,2020-12-29,13760000.0,45,Yes,5056,2775100000.0,2-3 Days,Yes,80326673129144,088088517122,outlook.com,2022-06-16,Dormant
76785090,CUST180708,PT Segar Cemerlang,Traditional Trade,Silver,Surabaya,Jawa Timur,2012-11-03,41290000.0,60,Yes,5050,1199300000.0,2-3 Days,No,25122338761769,084718492883,outlook.com,2023-11-24,Growth potential
46605771,CUST141174,PT Berkah Utama,HoReCa,Bronze,Medan,DIY,2019-04-24,88190000.0,14,Yes,5029,104700000.0,2-3 Days,Yes,40651338457151,081727762283,company.co.id,2023-04-07,Seasonal buyer
23963083,CUST873835,Toko Lestari Utama,Modern Trade,Silver,Denpasar,Jawa Timur,2015-07-28,68680000.0,45,Yes,5069,281700000.0,Weekly,Yes,93976940332167,08454152343,yahoo.com,2024-01-10,VIP
44213710,CUST182276,PT Berkah Pratama,E-Commerce,Gold,Surabaya,Jawa Tengah,2020-06-04,62280000.0,30,No,5063,2227400000.0,2-3 Days,Yes,62927829291263,089856616615,business.id,2022-11-22,Loyal customer
79177174,CUST983861,CV Segar Mandiri,Industrial,Bronze,Makassar,Jawa Tengah,2014-12-07,22750000.0,0,Yes,5080,479300000.0,Weekly,Yes,24362378161783,087336179992,yahoo.com,2024-10-01,VIP
62563803,CUST132781,CV Maju Cemerlang,HoReCa,Silver,Jakarta,Jawa Tengah,2022-09-10,383890000.0,7,Yes,5045,1353500000.0,Weekly,No,66300869859843,084654850281,gmail.com,2023-09-12,Key account
93038047,CUST871216,UD Segar Persada,Modern Trade,Silver,Semarang,Sumatera Utara,2011-08-10,9540000.0,90,Yes,5024,48144100000.0,Next Day,Yes,35120698798193,084937188476,company.co.id,2024-03-19,Key account
83994080,CUST682150,CV Prima Sejati,Distributor,New,Jakarta,Sumatera Utara,2017-09-22,178420000.0,21,Yes,5013,216700000.0,Next Day,No,95772760924355,089032127334,company.co.id,2023-01-10,VIP
69019108,CUST170115,Toko Unggul Murni,Traditional Trade,Silver,Surabaya,Sumatera Utara,2016-12-02,4260000.0,14,No,5012,35200000.0,Next Day,Yes,56321128413803,084688709156,outlook.com,2022-07-01,VIP
64267750,CUST619856,PT Segar Persada,E-Commerce,Bronze,Medan,Sumatera Utara,2012-02-12,56870000.0,14,Yes,5077,557800000.0,Fortnightly,Yes,75057006755045,081635464547,business.id,2024-06-16,Seasonal buyer
15967718,CUST802119,PT Prima Pratama,Traditional Trade,Gold,Jakarta,Kalimantan Timur,2021-02-04,10230000.0,14,Yes,5049,633000000.0,2-3 Days,No,34164758509848,086804509234,company.co.id,2023-05-16,Seasonal buyer
75376107,CUST179035,UD Lestari Sejati,Modern Trade,Silver,Medan,DIY,2020-12-22,29370000.0,7,Yes,5069,442800000.0,2-3 Days,Yes,40677169124487,089098604423,business.id,2023-12-08,Slow payer
44967405,CUST191728,CV Lestari Pratama,Traditional Trade,Bronze,Batam,Sulawesi Selatan,2013-01-12,29800000.0,21,No,5075,7914000000.0,2-3 Days,No,54122925567065,085610805978,business.id,2024-11-25,Growth potential
28059117,CUST180898,UD Unggul Indonesia,Industrial,Gold,Semarang,Bali,2013-05-15,35310000.0,21,Yes,5058,589100000.0,Weekly,Yes,15096219499751,08569800201,business.id,2024-08-30,Key account
66266605,CUST516561,UD Jaya Utama,Modern Trade,Silver,Bandung,Kalimantan Timur,2018-04-01,7050000.0,90,No,5003,167900000.0,2-3 Days,Yes,41462905141665,086685405767,company.co.id,2023-11-28,Dormant
36251123,CUST488892,PT Makmur Persada,Traditional Trade,New,Jakarta,Sumatera Selatan,2013-12-13,17340000.0,45,No,5026,14574600000.0,Weekly,Yes,75818528135506,086382700858,company.co.id,2023-08-08,Dormant
81765876,CUST957971,PT Abadi Pratama,Traditional Trade,Gold,Semarang,Kalimantan Timur,2012-01-24,9010000.0,90,Yes,5077,44500000.0,2-3 Days,Yes,20130055828783,089119872353,gmail.com,2024-09-18,Seasonal buyer
51684861,CUST649266,PT Segar Utama,Export,Platinum,Surabaya,Sulawesi Selatan,2010-04-15,6420000.0,0,Yes,5068,90100000.0,Monthly,No,50804914659492,08836352535,company.co.id,2023-12-28,Price sensitive
33564166,CUST500442,PT Berkah Murni,Industrial,New,Manado,Bali,2012-10-02,10450000.0,0,Yes,5015,240500000.0,Fortnightly,No,35083060293665,089674995637,business.id,2024-05-26,Seasonal buyer
23995911,CUST389118,UD Prima Murni,Modern Trade,Bronze,Surabaya,DKI Jakarta,2010-02-15,34270000.0,90,Yes,5004,178700000.0,Next Day,No,71661271485957,084065034646,yahoo.com,2024-01-31,Dormant
34088458,CUST734948,UD Maju Sentosa,Modern Trade,Bronze,Medan,DKI Jakarta,2020-06-05,184630000.0,7,Yes,5048,30900000.0,2-3 Days,No,35698518624222,082331583600,outlook.com,2022-02-27,Key account
14460427,CUST432241,PT Unggul Mandiri,Distributor,Silver,Bandung,Kalimantan Timur,2017-10-12,10850000.0,90,Yes,5010,2869500000.0,Weekly,Yes,15741308832390,083695662366,company.co.id,2022-12-16,Price sensitive
10593807,CUST578809,UD Segar Cemerlang,Industrial,Bronze,Semarang,DIY,2020-02-27,37790000.0,0,Yes,5008,301900000.0,Weekly,Yes,15742155623561,089317689175,gmail.com,2024-04-19,Dormant
67380751,CUST907561,CV Berkah Murni,HoReCa,Gold,Balikpapan,DKI Jakarta,2013-02-02,12690000.0,0,Yes,5006,562000000.0,2-3 Days,No,88838021419849,088251439825,business.id,2022-07-16,Slow payer
18523665,CUST228452,PT Berkah Mandiri,HoReCa,Silver,Bandung,Sulawesi Selatan,2015-11-07,45680000.0,21,Yes,5034,125600000.0,Monthly,Yes,42246733239502,088967776272,gmail.com,2023-03-14,Price sensitive
34547219,CUST425034,CV Lestari Utama,Distributor,Silver,Palembang,Bali,2015-07-08,61520000.0,0,No,5051,565800000.0,Monthly,Yes,69742319056751,086075613375,outlook.com,2024-03-11,Key account
90121753,CUST775171,PT Maju Pratama,E-Commerce,Gold,Balikpapan,Jawa Barat,2013-04-30,67980000.0,21,Yes,5034,1386300000.0,Next Day,No,36847066257687,086307970385,company.co.id,2024-09-14,Slow payer
39003674,CUST475944,PT Abadi Sentosa,Direct Consumer,Silver,Jakarta,Kalimantan Timur,2023-05-24,280630000.0,14,Yes,5079,140200000.0,Fortnightly,Yes,98438366602010,083969179230,yahoo.com,2022-02-14,Price sensitive
92153372,CUST269874,PT Prima Persada,Industrial,Gold,Palembang,Sumatera Selatan,2015-02-21,10310000.0,21,Yes,5059,2594700000.0,Fortnightly,Yes,20062807472919,081599565273,outlook.com,2022-01-16,Key account
47523356,CUST732977,PT Berkah Pratama,Traditional Trade,Bronze,Yogyakarta,Jawa Timur,2011-12-24,59290000.0,14,No,5023,679800000.0,Monthly,Yes,69896269515418,084753557045,outlook.com,2022-09-23,Price sensitive
34940449,CUST292162,CV Segar Pratama,Modern Trade,Silver,Jakarta,Sumatera Selatan,2020-02-12,20540000.0,30,Yes,5042,632400000.0,Weekly,No,34662713898034,085426431451,gmail.com,2023-06-11,Seasonal buyer
29959714,CUST850473,PT Makmur Persada,Modern Trade,Silver,Jakarta,Jawa Timur,2021-12-21,157620000.0,60,Yes,5036,82900000.0,2-3 Days,No,18140003111606,086436252858,gmail.com,2022-08-26,Key account
